Dataset:              Benthic Taxonomy Information
File Name:            ben_tax.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       745
Delimiter:            ,
Missing Value Symbol: .

Variables:        TSN            ITIS Taxonomic Serial Number 
                  TSN_NAME       ITIS Taxa Latin Name              
                  PHYLUM         Taxonomic Phylum            
                  CLASS          Taxonomic Class            
                  ORDER          Taxonomic Order            
                  FAMILY         Taxonomic Family           
                  GENUS          Taxonomic Genus             

tsn,PHYLUM,CLASS,ORDER,FAMILY,GENUS,tsn_name,ntsn,STATUS,TAXON_RANK_NAME,old_name,KINGDOM,SPECIES,
79459,Mollusca,Bivalvia,Mytiloida,Mytilidae,Crenella,Crenella decussata,79459,A,Species, , ,decussata,
79473,Mollusca,Bivalvia,Mytiloida,Mytilidae,Musculus,Musculus niger,79473,A,Species, , ,niger,
79500,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,Modiolus,79500,A,Genus, , , ,
79501,Mollusca,Bivalvia,Mytiloida,Mytilidae,Modiolus,Modiolus modiolus,79501,A,Species, , ,modiolus,
79555,Mollusca,Bivalvia,Mytiloida,Mytilidae,Geukensia,Geukensia demissa,79555,A,Species, ,Animalia,demissa,
79798,Mollusca,Bivalvia,Ostreoida,Anomiidae,Anomia,Anomia simplex,79798,A,Species, , ,simplex,
80388,Mollusca,Bivalvia,Veneroida,Lucinidae,Parvilucina,Parvilucina multilineata,80388,A,Species, , ,multilineata,
80390,Mollusca,Bivalvia,Veneroida,Lucinidae,Parvilucina,Parvilucina multilineata,80390,S,Species,Parvilucina crenella, ,multilineata,
80494,Mollusca,Bivalvia,Veneroida,Thyasiridae, ,Thyasiridae,80494,A,Family, , , ,
80508,Mollusca,Bivalvia,Veneroida,Thyasiridae,Thyasira,Thyasira,80508,A,Genus, , , ,
80512,Mollusca,Bivalvia,Veneroida,Thyasiridae,Thyasira,Thyasira flexuosa,80512,A,Species, , ,flexuosa,
80525,Mollusca,Bivalvia,Veneroida,Thyasiridae,Thyasira,Thyasira trisinuata,80525,A,Species, ,Animalia,trisinuata,
80650,Mollusca,Bivalvia,Veneroida,Lasaeidae, ,Lasaeidae,80650,S,Family,Montacutidae, , ,
80661,Mollusca,Bivalvia,Veneroida,Lasaeidae,Mysella,Mysella planulata,80661,A,Species, , ,planulata,
80685,Mollusca,Bivalvia,Veneroida,Lasaeidae,Aligena,Aligena elevata,80685,A,Species, , ,elevata,
80744,Mollusca,Bivalvia,Veneroida,Carditidae,Cyclocardia,Cyclocardia borealis,80744,A,Species, , ,borealis,
80797,Mollusca,Bivalvia,Veneroida,Astartidae,Astarte,Astarte,80797,A,Genus, , , ,
80811,Mollusca,Bivalvia,Veneroida,Astartidae,Astarte,Astarte undata,80811,A,Species, , ,undata,
80831,Mollusca,Bivalvia,Veneroida,Astartidae,Astarte,Astarte borealis,80831,A,Species, , ,borealis,
80851,Mollusca,Bivalvia,Veneroida,Crassatellidae,Crassinella,Crassinella lunulata,80851,A,Species, , ,lunulata,
80865,Mollusca,Bivalvia,Veneroida,Cardiidae, ,Cardiidae,80865,A,Family, , , ,
80867,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,Clinocardium ciliatum,80867,A,Species, ,Animalia,ciliatum,
80900,Mollusca,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Cerastoderma pinnulatum,80900,A,Species, , ,pinnulatum,
80942,Mollusca,Bivalvia,Veneroida,Mactridae, ,Mactridae,80942,A,Family, , , ,
80944,Mollusca,Bivalvia,Veneroida,Mactridae,Spisula,Spisula solidissima,80944,A,Species, , ,solidissima,
80959,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia,Mulinia lateralis,80959,A,Species, , ,lateralis,
80962,Mollusca,Bivalvia,Veneroida,Mactridae,Rangia,Rangia cuneata,80962,A,Species, , ,cuneata,
81006,Mollusca,Bivalvia,Veneroida,Solenidae, ,Solenidae,81006,A,Family, , , ,
81017,Mollusca,Bivalvia,Veneroida,Solenidae,Solen,Solen viridis,81017,A,Species, , ,viridis,
81021,Mollusca,Bivalvia,Veneroida,Pharidae,Ensis,Ensis,81021,A,Genus, ,Animalia, ,
81022,Mollusca,Bivalvia,Veneroida,Pharidae,Ensis,Ensis directus,81022,A,Species, , ,directus,
81032,Mollusca,Bivalvia,Veneroida,Tellinidae, ,Tellinidae,81032,A,Family, , , ,
81033,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,Macoma,81033,A,Genus, , , ,
81052,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,Macoma baltica,81052,A,Species, ,Animalia,baltica,
81054,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,Macoma mitchelli,81054,A,Species, , ,mitchelli,
81055,Mollusca,Bivalvia,Veneroida,Tellinidae,Macoma,Macoma tenta,81055,A,Species, , ,tenta,
81074,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,Tellina,81074,A,Genus, , , ,
81088,Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,Tellina agilis,81088,A,Species, , ,agilis,
81248,Mollusca,Bivalvia,Veneroida,Donacidae,Donax,Donax variabilis,81248,A,Species, ,Animalia,variabilis,
81271,Mollusca,Bivalvia,Veneroida,Solecurtidae,Tagelus,Tagelus,81271,A,Genus, , , ,
81272,Mollusca,Bivalvia,Veneroida,Solecurtidae,Tagelus,Tagelus plebeius,81272,A,Species, , ,plebeius,
81274,Mollusca,Bivalvia,Veneroida,Solecurtidae,Tagelus,Tagelus divisus,81274,A,Species, , ,divisus,
81335,Mollusca,Bivalvia,Veneroida,Dreissenidae,Mytilopsis,Mytilopsis leucophaeata,81335,A,Species, , ,leucophaeata,
81387,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,Corbicula fluminea,81387,A,Species, , ,fluminea,
81439,Mollusca,Bivalvia,Veneroida,Veneridae, ,Veneridae,81439,A,Family, , , ,
81496,Mollusca,Bivalvia,Veneroida,Veneridae,Mercenaria,Mercenaria mercenaria,81496,A,Species, , ,mercenaria,
81500,Mollusca,Bivalvia,Veneroida,Veneridae,Pitar,Pitar,81500,A,Genus, , , ,
81501,Mollusca,Bivalvia,Veneroida,Veneridae,Pitar,Pitar morrhuanus,81501,A,Species, , ,morrhuanus,
81511,Mollusca,Bivalvia,Veneroida,Veneridae,Gemma,Gemma gemma,81511,A,Species, , ,gemma,
81627,Mollusca,Bivalvia,Veneroida,Petricolidae,Petricola,Petricola pholadiformis,81627,A,Species, , ,pholadiformis,
81688,Mollusca,Bivalvia,Myoida,Myidae,Myidae,Myidae,81688,A,Family, ,Animalia, ,
81692,Mollusca,Bivalvia,Myoida,Myidae,Mya,Mya arenaria,81692,A,Species, , ,arenaria,
81711,Mollusca,Bivalvia,Myoida,Corbulidae,Corbula,Corbula,81711,A,Genus, ,Animalia, ,
81765,Mollusca,Bivalvia,Myoida,Hiatellidae,Hiatella,Hiatella arctica,81765,A,Species, , ,arctica,
81798,Mollusca,Bivalvia,Myoida,Pholadidae,Barnea,Barnea truncata,81798,A,Species, , ,truncata,
81889,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora,Pandora,81889,A,Genus, ,Animalia, ,
81896,Mollusca,Bivalvia,Pholadomyoida,Pandoridae,Pandora,Pandora gouldiana,81896,A,Species, , ,gouldiana,
81926,Mollusca,Bivalvia,Pholadomyoida,Lyonsiidae,Lyonsia,Lyonsia hyalina,81926,A,Species, , ,hyalina,
81941,Mollusca,Bivalvia,Pholadomyoida,Periplomatidae,Periploma,Periploma,81941,A,Genus, ,Animalia, ,
81945,Mollusca,Bivalvia,Pholadomyoida,Periplomatidae,Periploma,Periploma papyratium,81945,A,Species, , ,papyratium,
82115,Mollusca,Scaphopoda, , , ,Scaphopoda,82115,A,Class, , , ,
82703,Arthropoda,Merostomata,Xiphosura,Limulidae,Limulus,Limulus polyphemus,82703,A,Species, , ,polyphemus,
82771,Arthropoda,Arachnida,Trombidiformes,Halacaridae, ,Halacaridae,82771,A,Family, , , ,
83545,Arthropoda,Pycnogonida, , , ,Pycnogonida,83545,A,Class, , , ,
83646,Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,Anoplodactylus petiolatus,83646,A,Species, ,Animalia,petiolatus,
83670,Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,Callipallene,Callipallene brevirostris,83670,A,Species, , ,brevirostris,
84232,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Parasterope,Parasterope,84232,A,Genus, , , ,
84233,Arthropoda,Ostracoda,Myodocopida,Cylindroleberididae,Parasterope,Parasterope pollex,84233,A,Species, , ,pollex,
84273,Arthropoda,Ostracoda,Myodocopida,Sarsiellidae, ,Sarsiellidae,84273,A,Family, , , ,
84300,Arthropoda,Ostracoda,Myodocopida,Sarsiellidae,Eusarsiella,Eusarsiella,84300,A,Genus, , , ,
84704,Arthropoda,Ostracoda,Podocopida,Cytherideidae, ,Cytherideidae,84704,A,Family, ,Animalia, ,
84736,Arthropoda,Ostracoda,Podocopida,Cytherideidae,Haplocytheridea,Haplocytheridea setipunctata,84736,A,Species, , ,setipunctata,
85066,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,Pellucistoma,Pellucistoma,85066,A,Genus, , , ,
85080,Arthropoda,Ostracoda, ,Trachyleberididae,Actinocythereis,Actinocythereis,85080,A,Genus, , , ,
89622,Arthropoda, ,Thoracica,Balanidae,Balanus,Balanus improvisus,89622,A,Species, , ,improvisus,
89807,Arthropoda,Malacostraca,Lophogastrida, , ,Lophogastrida,89807,S,Order,Mysidacea, , ,
89856,Arthropoda,Malacostraca,Mysida,Mysidae, ,Mysidae,89856,A,Family, , , ,
89977,Arthropoda,Malacostraca,Mysida,Mysidae,Heteromysis,Heteromysis formosa,89977,A,Species, , ,formosa,
90042,Arthropoda,Malacostraca,Mysidacea,Mysidae,Mysis,Mysis mixta,90042,A,Species, ,Animalia,mixta,
90062,Arthropoda,Malacostraca,Mysida,Mysidae,Neomysis,Neomysis americana,90062,A,Species, , ,americana,
90138,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,Mysidopsis,90138,A,Genus, , , ,
90139,Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,Mysidopsis bigelowi,90139,A,Species, , ,bigelowi,
90185,Arthropoda,Malacostraca,Mysida,Mysidae,Erythrops,Erythrops erythrophthalma,90185,A,Species, , ,erythrophthalma,
90745,Arthropoda,Malacostraca,Cumacea, , ,Cumacea,90745,A,Order, , , ,
90790,Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,Leucon americanus,90790,A,Species, , ,americanus,
90799,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,Eudorella,90799,A,Genus, , , ,
90810,Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,Eudorella pusilla,90810,A,Species, , ,pusilla,
90835,Arthropoda,Malacostraca,Cumacea,Diastylidae, ,Diastylidae,90835,A,Family, , , ,
90836,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis,90836,A,Genus, , , ,
90858,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis polita,90858,A,Species, , ,polita,
90865,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis sculpta,90865,A,Species, , ,sculpta,
90866,Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,Diastylis abbreviata,90866,A,Species, , ,abbreviata,
90879,Arthropoda,Malacostraca,Cumacea,Diastylidae,Leptostylis,Leptostylis,90879,A,Genus, , , ,
90883,Arthropoda,Malacostraca,Cumacea,Diastylidae,Leptostylis,Leptostylis longimana,90883,A,Species, , ,longimana,
90922,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis,Oxyurostylis,90922,A,Genus, , , ,
90923,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis,Oxyurostylis smithi,90923,A,Species, , ,smithi,
90933,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,Campylaspis,90933,A,Genus, ,Animalia, ,
90936,Arthropoda,Malacostraca,Cumacea,Campylaspidae,Campylaspis,Campylaspis rubicunda,90936,A,Species, , ,rubicunda,
90953,Arthropoda,Malacostraca,Cumacea,Campylaspidae,Campylaspis,Campylaspis rubromaculata,90953,A,Species, , ,rubromaculata,
90979,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Almyracuma,Almyracuma proximoculi,90979,A,Species, , ,proximoculi,
91027,Arthropoda,Malacostraca,Cumacea,Bodotriidae, ,Bodotriidae,91027,A,Family, ,Animalia, ,
91030,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Mancocuma,Mancocuma stellifera,91030,A,Species, , ,stellifera,
91033,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cyclaspis,Cyclaspis varians,91033,A,Species, , ,varians,
91040,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Pseudoleptocuma,Pseudoleptocuma minus,91040,S,Species,Pseudoleptocuma minor, ,minus,
91573,Arthropoda,Malacostraca,Tanaidacea,Paratanaidae,Tanaissus,Tanaissus psammophilus,91573,A,Species, , ,psammophilus,
92026,Arthropoda,Malacostraca,Tanaidacea,Pseudozeuxidae,Leptochelia,Leptochelia,92026,A,Genus, , , ,
92068,Arthropoda,Malacostraca,Tanaidacea,Pseudozeuxidae,Leptochelia,Leptochelia rapax,92068,S,Species,Hargeria rapax, ,rapax,
92149,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura,Cyathura polita,92149,A,Species, , ,polita,
92150,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura,Cyathura burbancki,92150,A,Species, , ,burbancki,
92155,Arthropoda,Malacostraca,Isopoda,Anthuridae,Ptilanthura,Ptilanthura tenuis,92155,A,Species, , ,tenuis,
92278,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Politolana,Politolana concharum,92278,A,Species, , ,concharum,
92280,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Politolana,Politolana polita,92280,A,Species, ,Animalia,polita,
92283,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae, ,Sphaeromatidae,92283,A,Family, ,Animalia, ,
92290,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Paracereis,Paracereis caudata,92290,A,Species, ,Animalia,caudata,
92301,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Exosphaeroma,Exosphaeroma,92301,A,Genus, ,Animalia, ,
92334,Arthropoda,Malacostraca,Isopoda,Ancinidae,Ancinus,Ancinus depressus,92334,A,Species, , ,depressus,
92564,Arthropoda,Malacostraca,Isopoda,Idoteidae, ,Idoteidae,92564,A,Family, ,Animalia, ,
92566,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,Synidotea,92566,A,Genus, ,Animalia, ,
92618,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,Erichsonella attenuata,92618,A,Species, ,Animalia,attenuata,
92619,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,Erichsonella filiformis,92619,A,Species, , ,filiformis,
92623,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotea,Edotia,92623,S,Genus,Edotea,Animalia, ,
92627,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotia,Edotia triloba,92627,S,Species,Edotea triloba, ,triloba,
92637,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea,Chiridotea,92637,A,Genus, , , ,
92638,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea,Chiridotea almyra,92638,A,Species, , ,almyra,
92639,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea,Chiridotea arenicola,92639,A,Species, , ,arenicola,
92642,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea,Chiridotea nigrescens,92642,A,Species, ,Animalia,nigrescens,
92643,Arthropoda,Malacostraca,Isopoda,Chaetiliidae,Chiridotea,Chiridotea tuftsii,92643,A,Species, , ,tuftsii,
92810,Arthropoda,Malacostraca,Isopoda,Janiridae, ,Janiridae,92810,A,Family, , , ,
92957,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,Munna,92957,A,Genus, ,Animalia, ,
92960,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,Munna fabricii,92960,A,Species, ,Animalia,fabricii,
93055,Arthropoda,Malacostraca,Isopoda,Pleurogoniidae,Pleurogonium,Pleurogonium,93055,A,Genus, , , ,
93056,Arthropoda,Malacostraca,Isopoda,Pleurogoniidae,Pleurogonium,Pleurogonium spinosissimum,93056,A,Species, , ,spinosissimum,
93294,Arthropoda,Malacostraca,Amphipoda, , ,Amphipoda,93294,A,Order, , , ,
93320,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae, ,Ampeliscidae,93320,A,Family, , , ,
93321,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca,93321,A,Genus, , , ,
93322,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca macrocephala,93322,A,Species, , ,macrocephala,
93329,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca abdita,93329,A,Species, , ,abdita,
93330,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca vadorum,93330,A,Species, , ,vadorum,
93331,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca verrilli,93331,A,Species, , ,verrilli,
93332,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca agassizi,93332,A,Species, , ,agassizi,
93361,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,Byblis,93361,A,Genus, , , ,
93364,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Byblis,Byblis serrata,93364,A,Species, , ,serrata,
93380,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Haploops,Haploops setosa,93380,A,Species, , ,setosa,
93382,Arthropoda,Malacostraca,Amphipoda,Amphilochidae, ,Amphilochidae,93382,A,Family, ,Animalia, ,
93408,Arthropoda,Malacostraca,Amphipoda,Ampithoidae, ,Ampithoidae,93408,A,Family, , , ,
93409,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe,93409,A,Genus, , , ,
93423,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe longimana,93423,A,Species, ,Animalia,longimana,
93424,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe,Ampithoe valida,93424,A,Species, , ,valida,
93430,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Cymadusa,Cymadusa compta,93430,A,Species, , ,compta,
93440,Arthropoda,Malacostraca,Amphipoda,Aoridae, ,Aoridae,93440,A,Family, , , ,
93476,Arthropoda,Malacostraca,Amphipoda,Aoridae,Microdeutopus,Microdeutopus,93476,A,Genus, , , ,
93477,Arthropoda,Malacostraca,Amphipoda,Aoridae,Microdeutopus,Microdeutopus gryllotalpa,93477,A,Species, , ,gryllotalpa,
93478,Arthropoda,Malacostraca,Amphipoda,Aoridae,Microdeutopus,Microdeutopus anomalus,93478,A,Species, , ,anomalus,
93485,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,Leptocheirus,93485,A,Genus, , , ,
93486,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,Leptocheirus plumulosus,93486,A,Species, , ,plumulosus,
93487,Arthropoda,Malacostraca,Amphipoda,Aoridae,Leptocheirus,Leptocheirus pinguis,93487,A,Species, , ,pinguis,
93493,Arthropoda,Malacostraca,Amphipoda,Aoridae,Acuminodeutopus,Acuminodeutopus naglei,93493,A,Species, , ,naglei,
93508,Arthropoda,Malacostraca,Amphipoda,Argissidae,Argissa,Argissa hamatipes,93508,A,Species, , ,hamatipes,
93526,Arthropoda,Malacostraca,Amphipoda,Bateidae,Bateidae,Bateidae,93526,A,Family, ,Animalia, ,
93527,Arthropoda,Malacostraca,Amphipoda,Bateidae,Batea,Batea,93527,A,Genus, , , ,
93528,Arthropoda,Malacostraca,Amphipoda,Bateidae,Batea,Batea catharinensis,93528,A,Species, , ,catharinensis,
93584,Arthropoda,Malacostraca,Amphipoda,Corophiidae, ,Corophiidae,93584,A,Family, , , ,
93585,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Cerapus,Cerapus,93585,A,Genus, , , ,
93587,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Cerapus,Cerapus tubularis,93587,A,Species, , ,tubularis,
93590,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium acherusicum,93590,A,Species, , ,acherusicum,
93592,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium crassicorne,93592,A,Species, , ,crassicorne,
93594,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium lacustre,93594,A,Species, , ,lacustre,
93596,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium tuberculatum,93596,A,Species, , ,tuberculatum,
93600,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium insidiosum,93600,A,Species, , ,insidiosum,
93601,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium,Corophium volutator,93601,A,Species, , ,volutator,
93613,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Ericthonius,Ericthonius brasiliensis,93613,A,Species, , ,brasiliensis,
93629,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Unciola,Unciola,93629,A,Genus, , , ,
93632,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Unciola,Unciola irrorata,93632,A,Species, , ,irrorata,
93633,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Unciola,Unciola serrata,93633,A,Species, , ,serrata,
93635,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Unciola,Unciola dissimilis,93635,A,Species, , ,dissimilis,
93723,Arthropoda,Malacostraca,Amphipoda,Eusiridae,Pontogeneia,Pontogeneia inermis,93723,A,Species, ,Animalia,inermis,
93745,Arthropoda,Malacostraca,Amphipoda,Gammaridae, ,Gammaridae,93745,A,Family, , , ,
93746,Arthropoda,Malacostraca,Amphipoda,Melitidae, ,Melitidae,93746,A,Family, , , ,
93760,Arthropoda,Malacostraca,Amphipoda,Melitidae,Elasmopus,Elasmopus,93760,A,Genus, ,Animalia, ,
93761,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Elasmopus,Elasmopus laevis,93761,A,Species, , ,laevis,
93773,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus,93773,A,Genus, , , ,
93779,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus daiberi,93779,A,Species, , ,daiberi,
93781,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus tigrinus,93781,A,Species, ,Animalia,tigrinus,
93782,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus palustris,93782,A,Species, , ,palustris,
93783,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus mucronatus,93783,A,Species, , ,mucronatus,
93785,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus annulatus,93785,A,Species, ,Animalia,annulatus,
93806,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,Melita,93806,A,Genus, ,Animalia, ,
93809,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita,Melita dentata,93809,A,Species, ,Animalia,dentata,
93812,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Melita,Melita nitida,93812,A,Species, , ,nitida,
93835,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Casco,Casco bigelowi,93835,A,Species, ,Animalia,bigelowi,
93847,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Dulichiella,Dulichiella,93847,A,Genus, , , ,
93848,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Dulichiella,Dulichiella appendiculata,93848,A,Species, , ,appendiculata,
93959,Arthropoda,Malacostraca,Amphipoda,Haustoriidae, ,Haustoriidae,93959,A,Family, , , ,
93980,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius,Acanthohaustorius,93980,A,Genus, ,Animalia, ,
93981,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius,Acanthohaustorius intermedius,93981,A,Species, , ,intermedius,
93982,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius,Acanthohaustorius millsi,93982,A,Species, , ,millsi,
93991,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Bathyporeia,Bathyporeia quoddyensis,93991,A,Species, , ,quoddyensis,
93998,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Lepidactylus,Lepidactylus dytiscus,93998,A,Species, , ,dytiscus,
94002,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Neohaustorius,Neohaustorius schmitzi,94002,A,Species, , ,schmitzi,
94004,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius,Parahaustorius attenuatus,94004,A,Species, , ,attenuatus,
94006,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Parahaustorius,Parahaustorius longimerus,94006,A,Species, , ,longimerus,
94010,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius,Protohaustorius wigleyi,94010,A,Species, , ,wigleyi,
94012,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Protohaustorius,Protohaustorius longimerus,94012,A,Species, , ,longimerus,
94026,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,Hyalella azteca,94026,A,Species, ,Animalia,azteca,
94057,Arthropoda,Malacostraca,Amphipoda,Isaeidae, ,Isaeidae,94057,A,Family, , , ,
94061,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,Photis,94061,A,Genus, , , ,
94069,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Photis,Photis macrocoxa,94069,A,Species, , ,macrocoxa,
94122,Arthropoda,Malacostraca,Amphipoda,Isaeidae,Microprotopus,Microprotopus raneyi,94122,A,Species, , ,raneyi,
94143,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae, ,Ischyroceridae,94143,A,Family, , , ,
94153,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Ischyrocerus,Ischyrocerus anguipes,94153,A,Species, ,Animalia,anguipes,
94171,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa,Jassa falcata,94171,A,Species, ,Animalia,falcata,
94213,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Listriella,Listriella barnardi,94213,A,Species, , ,barnardi,
94214,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Listriella,Listriella clymenellae,94214,A,Species, , ,clymenellae,
94224,Arthropoda,Malacostraca,Amphipoda,Lysianassidae, ,Lysianassidae,94224,A,Family, , , ,
94233,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Anonyx,Anonyx lilljeborgi,94233,A,Species, , ,lilljeborgi,
94301,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Hippomedon,Hippomedon serratus,94301,A,Species, , ,serratus,
94458,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,Orchomenella minuta,94458,A,Species, ,Animalia,minuta,
94460,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Orchomenella,Orchomenella pinguis,94460,A,Species, ,Animalia,pinguis,
94466,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Lysianopsis,Lysianopsis alba,94466,A,Species, , ,alba,
94489,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae, ,Oedicerotidae,94489,A,Family, , , ,
