Dataset:              Fish Trawl Data
File Name:            FTRAWL.dat
Date Created:         06/08/10
# Variables:          12
# Header Records:     23
# Data Records:       1362
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)   
              EVNTDATE      Event Date                           
              FTRLTYPE	   Type of Fish Trawl                  
              FTRLFLAG      Status of Completed Fish Trawl      
              FSPECCNT      Total Fish Species in Trawl (#)     
              FT_DUR        Duration of Fish Trawl (mmss)       
              FWTR_SPD      Trawl Speed through Water (knots)    
              BEG_LAT       Fish Trawl Beginning Latitude (dd)   
              BEG_LNG       Fish Trawl Beginning Longitude (dd)  
              END_LAT       Fish Trawl End Latitude (dd)         
              END_LNG       Fish Trawl End Longitude (dd)        

STATION,STAT_ALT,EVNTDATE,FTRLTYPE,FTRLFLAG,FSPECCNT,FT_DUR,FWTR_SPD,BEG_LAT,BEG_LNG,END_LAT,END_LNG,FTRAWLID,
NY02-0006,A,09/09/02,EPA,SUCCESSFUL,5,10:00,1.7,40.8299,-73.7185,40.8267,-73.7253,S001,
NY02-0006,A,09/09/02,EPA,SUCCESSFUL,5,10:00,1.7,40.8307,-73.7172,40.8271,-73.7238,S002,
NY02-0006,A,09/09/02,EPA,SUCCESSFUL,6,10:00,1.7,40.8242,-73.7178,40.8184,-73.7138,S003,
NY02-0007,A,09/10/02,EPA,SUCCESSFUL,3,10:00,1.7,40.8592,-73.6625,40.8659,-73.6652,S001,
NY02-0007,A,09/10/02,EPA,SUCCESSFUL,10,10:00,2.0,40.8657,-73.6638,40.8592,-73.6619,S002,
NY02-0009,A,05/07/02,EPA,SUCCESSFUL,5,10:00,1.2,40.8742,-73.4758,40.8796,-73.48,S001,
NY02-0009,A,05/07/02,EPA,SUCCESSFUL,5,10:00,1.5,40.8724,-73.4737,40.878,-73.4779,S002,
NY02-0011,A,09/13/02,EPA,SUCCESSFUL,7,10:00,2.0,40.8826,-73.5404,40.8888,-73.5409,S001,
NY02-0011,A,09/13/02,EPA,SUCCESSFUL,5,10:00,1.6,40.8899,-73.5404,40.8827,-73.5404,S002,
NY02-0013,B,09/13/02,EPA,SUCCESSFUL,3,10:00,2.3,40.9206,-73.4123,40.9261,-73.4123,S001,
NY02-0016,A,08/21/02,EPA,SUCCESSFUL,1,10:00,1.4,40.9179,-73.1648,40.9146,-73.1738,S001,
NY02-0016,A,08/21/02,EPA,SUCCESSFUL,1,10:00,1.6,40.918,-73.1647,40.915,-73.173,S002,
NY02-0017,A,09/12/02,EPA,SUCCESSFUL,5,10:00,1.6,40.9228,-73.3729,40.9225,-73.3644,S001,
NY02-0019,B,05/09/02,EPA,SUCCESSFUL,8,10:00,1.2,40.958,-73.0826,40.9625,-73.0869,S001,
NY02-0019,B,05/09/02,EPA,SUCCESSFUL,5,10:00,1.3,40.9572,-73.0821,40.9625,-73.087,S002,
NY02-0019,B,09/11/02,EPA,SUCCESSFUL,8,10:00,2.0,40.9572,-73.0819,40.9623,-73.086,S001,
NY02-0019,B,09/11/02,EPA,SUCCESSFUL,7,10:00,2.3,40.9571,-73.0822,40.9624,-73.0863,S002,
NY02-0029,A,09/03/02,EPA,SUCCESSFUL,0,10:00,1.7,40.5735,-73.8737,40.5786,-73.8648,S001,
NY02-0029,A,09/03/02,EPA,SUCCESSFUL,5,09:00,2.2,40.5766,-73.8682,40.5749,-73.8725,S002,
NY02-0029,A,09/03/02,EPA,SUCCESSFUL,7,10:00,2.2,40.5767,-73.8678,40.574,-73.8721,S003,
NY02-0052,A,08/05/02,EPA,SUCCESSFUL,6,10:00,1.6,40.792,-72.7122,40.792,-73.57,S001,
NY02-0057,A,07/31/02,EPA,SUCCESSFUL,6,10:00,2.0,40.9302,-72.5168,40.9349,-72.5226,S001,
NY02-0057,A,07/31/02,EPA,SUCCESSFUL,5,10:00,1.9,40.9302,-72.5165,40.9347,-72.5223,S002,
NY02-0057,A,07/31/02,EPA,SUCCESSFUL,6,10:00,1.9,40.9305,-72.5165,40.9353,-72.523,S003,
NY02-0057,A,07/31/02,EPA,SUCCESSFUL,5,10:00,1.9,40.9305,-72.5169,40.9353,-72.5234,S004,
NY02-0201,A,09/10/02,EPA,SUCCESSFUL,4,10:00,2.0,40.7932,-73.7635,40.7982,-73.7673,S001,
NY02-0201,A,09/10/02,EPA,SUCCESSFUL,0,10:00,2.1,40.794,-73.7636,40.7995,-73.7676,S002,
NY02-0201,A,09/10/02,EPA,SUCCESSFUL,0,15:00,1.9,40.8022,-73.7744,40.8127,-73.7696,S003,
NY02-0201,A,09/10/02,EPA,SUCCESSFUL,7,15:00,1.4,40.8113,-73.7673,40.804,-73.7625,S004,
NY02-0204,A,09/09/02,EPA,SUCCESSFUL,8,10:00,2.0,40.84,-73.7349,40.8426,-73.7404,S001,
NY02-0204,A,09/09/02,EPA,SUCCESSFUL,3,10:00,2.1,40.8405,-73.7359,40.8435,-73.7424,S002,
NY02-0204,A,09/09/02,EPA,SUCCESSFUL,8,10:00,1.9,40.8409,-73.7343,40.8453,-73.7386,S003,
NY02-0207,B,09/13/02,EPA,SUCCESSFUL,4,10:00,2.0,40.88,-73.4793,40.8742,-73.4753,S001,
NY02-0207,B,09/13/02,EPA,SUCCESSFUL,3,20:00,1.9,40.8748,-73.4755,40.8873,-73.4818,S002,
NY02-0207,B,09/13/02,EPA,SUCCESSFUL,3,10:00,1.7,40.8864,-73.4669,40.8822,-73.4773,S003,
NY02-0210,A,09/13/02,EPA,SUCCESSFUL,4,09:00,1.6,40.8816,-73.4667,40.8786,-73.4773,S001,
NY02-0210,A,09/13/02,EPA,SUCCESSFUL,4,10:00,1.9,40.883,-73.4778,40.8808,-73.4861,S002,
NY02-0216,A,09/11/02,EPA,SUCCESSFUL,7,10:00,1.7,40.9631,-73.0836,40.9577,-73.0794,S001,
NY02-0216,A,09/11/02,EPA,SUCCESSFUL,6,10:00,1.6,40.9628,-73.0834,40.9578,-73.0785,S002,
NY02-0223,A,09/04/02,EPA,SUCCESSFUL,8,10:00,2.5,40.492,-74.2532,40.4977,-74.2571,S001,
NY02-0226,A,09/04/02,EPA,SUCCESSFUL,5,10:00,2.2,40.5174,-74.0073,40.52,-74.0127,S001,
NY02-0226,A,09/04/02,EPA,SUCCESSFUL,8,10:00,2.3,40.518,-74.0073,40.5208,-74.0123,S002,
NY02-0226,A,09/04/02,EPA,SUCCESSFUL,4,10:00,2.6,40.5175,-74.0055,40.52,-74.0107,S003,
NY02-0229,A,09/04/02,EPA,SUCCESSFUL,5,10:00,2.2,40.5458,-74.0509,40.5482,-74.0575,S001,
NY02-0229,A,09/04/02,EPA,SUCCESSFUL,7,20:00,2.3,40.546,-74.0519,40.5516,-74.0658,S002,
NY02-0232,A,09/05/02,EPA,SUCCESSFUL,4,10:00,2.0,40.6514,-74.0666,40.6463,-74.0511,S001,
NY02-0232,A,09/05/02,EPA,SUCCESSFUL,0,20:00,1.6,40.6524,-74.0495,40.6389,-74.0492,S002,
NY02-0232,A,09/05/02,EPA,SUCCESSFUL,2,10:00,1.6,40.6452,-74.0519,40.6494,-74.049,S003,
NY02-0235,A,09/03/02,EPA,SUCCESSFUL,0,10:00,2.0,40.6425,-73.8163,40.6379,-73.8087,S001,
NY02-0235,A,09/03/02,EPA,SUCCESSFUL,1,10:00,2.0,40.6385,-73.8098,40.6426,-73.8167,S002,
NY02-0235,A,09/03/02,EPA,SUCCESSFUL,2,10:00,1.9,40.6415,-73.8164,40.637,-73.8097,S003,
NY02-0237,A,09/05/02,EPA,SUCCESSFUL,3,10:00,0.7,40.6667,-74.0278,40.6597,-74.0309,S001,
NY02-0237,A,09/05/02,EPA,SUCCESSFUL,1,10:00,1.2,40.6662,-74.028,40.658,-74.0315,S002,
NY02-0242,A,09/09/02,EPA,SUCCESSFUL,12,10:00,1.4,40.7969,-73.7865,40.7991,-73.7794,S001,
NY02-0242,A,09/09/02,EPA,SUCCESSFUL,11,10:00,1.6,40.7972,-73.7866,40.7999,-73.781,S002,
NY02-0243,A,09/06/02,EPA,SUCCESSFUL,5,10:00,0.8,40.8396,-73.9596,40.849,-73.9542,S001,
NY02-0243,A,09/06/02,EPA,SUCCESSFUL,5,10:00,0.8,40.8386,-73.9607,40.8471,-73.9561,S002,
NY02-0248,A,08/28/02,EPA,SUCCESSFUL,0,10:00,2.2,40.6153,-73.4415,40.6149,-73.4464,S001,
NY02-0248,A,08/28/02,EPA,SUCCESSFUL,2,10:00,3.0,40.6147,-73.447,40.6142,-73.4521,S002,
NY02-0250,B,08/29/02,EPA,SUCCESSFUL,5,08:00,1.9,40.6217,-73.6062,40.6228,-73.6115,S001,
NY02-0251,B,08/06/02,EPA,UNSUCCESSFUL,.,10:00,1.0,40.6728,-73.3249,40.673,-73.3192,S001,
NY02-0251,B,08/06/02,EPA,SUCCESSFUL,3,05:00,1.7,40.6733,-73.3124,40.6724,-73.3099,S002,
NY02-0251,B,08/06/02,EPA,UNSUCCESSFUL,.,05:00,1.6,40.6737,-73.3111,40.6725,-73.3086,S003,
NY02-0251,B,08/06/02,EPA,SUCCESSFUL,3,05:00,1.6,40.6737,-73.3113,40.672,-73.3095,S004,
NY02-0253,B,08/05/02,EPA,SUCCESSFUL,4,10:00,1.8,40.6963,-73.0726,40.6916,-73.0788,S001,
NY02-0253,B,08/05/02,EPA,SUCCESSFUL,1,10:00,2.1,40.6911,-73.0763,40.6952,-73.0696,S002,
NY02-0258,A,08/05/02,EPA,SUCCESSFUL,4,09:00,1.9,40.7911,-72.7221,40.7958,-72.7231,S001,
NY02-0260,A,08/01/02,EPA,SUCCESSFUL,4,10:00,1.7,40.8753,-72.4713,40.8727,-72.4637,S001,
NY02-0260,A,08/01/02,EPA,SUCCESSFUL,4,10:00,1.8,40.8727,-72.4633,40.8756,-72.4707,S002,
NY02-0275,A,09/18/02,EPA,SUCCESSFUL,14,30:00,.,.,.,.,., ,
NY02-0276,A,09/30/02,EPA,SUCCESSFUL,15,25:00,.,.,.,.,., ,
NY02-0277,A,09/23/02,EPA,SUCCESSFUL,12,19:00,.,.,.,.,., ,
NY02-0278,A,09/19/02,EPA,SUCCESSFUL,17,30:00,.,.,.,.,., ,
NY02-0279,A,09/18/02,EPA,SUCCESSFUL,19,30:00,.,.,.,.,., ,
NY02-0280,A,09/18/02,EPA,SUCCESSFUL,15,30:00,.,.,.,.,., ,
NY02-0281,A,09/20/02,EPA,SUCCESSFUL,19,30:00,.,.,.,.,., ,
NY02-0282,A,09/17/02,EPA,SUCCESSFUL,13,30:00,.,.,.,.,., ,
NY02-0283,A,09/17/02,EPA,SUCCESSFUL,11,20:00,.,.,.,.,., ,
NY02-0284,A,10/01/02,EPA,SUCCESSFUL,16,30:00,.,.,.,.,., ,
NY02-0285,A,10/02/02,EPA,SUCCESSFUL,16,19:00,.,.,.,.,., ,
NY02-0286,A,09/19/02,EPA,SUCCESSFUL,11,30:00,.,.,.,.,., ,
NY02-0287,A,09/30/02,EPA,SUCCESSFUL,18,26:00,.,.,.,.,., ,
NY02-1001,A,07/25/02,EPA,SUCCESSFUL,1,10:00,1.4,41.1404,-72.2429,41.1362,-72.2476,S001,
NY02-1001,A,07/25/02,EPA,SUCCESSFUL,1,10:00,1.6,40.1407,-72.2433,40.1354,-72.2481,S002,
NY02-1002,B,07/25/02,EPA,SUCCESSFUL,5,10:00,1.9,41.1088,-72.1512,41.1031,-72.1554,S001,
NY02-1002,B,07/25/02,EPA,SUCCESSFUL,2,10:00,2.1,41.1093,-72.151,41.1034,-72.1549,S002,
NY02-1002,B,07/25/02,EPA,SUCCESSFUL,3,10:00,1.9,41.1094,-72.1522,41.1038,-72.1563,S003,
NY02-1003,A,07/29/02,EPA,UNSUCCESSFUL,0,10:00,1.8,41.0876,-72.0123,41.0886,-72.0047,S001,
NY02-1003,A,07/29/02,EPA,SUCCESSFUL,8,10:00,1.0,41.0834,-72.024,41.0786,-72.0253,S002,
NY02-1003,A,07/29/02,EPA,SUCCESSFUL,5,10:00,1.2,41.0818,-72.0239,41.076,-72.025,S003,
NY02-1004,B,07/29/02,EPA,UNSUCCESSFUL,2,03:00,1.6,41.0484,-72.0459,.,.,S001,
NY02-1006,A,07/25/02,EPA,SUCCESSFUL,1,10:00,2.5,41.1222,-72.2634,41.1198,-72.2554,S001,
NY02-1006,A,07/25/02,EPA,SUCCESSFUL,4,10:00,2.0,41.1222,-72.2643,41.1191,-72.2554,S002,
NY02-1007,A,07/30/02,EPA,SUCCESSFUL,2,10:00,1.9,41.1262,-72.3205,41.1292,-72.3128,S001,
NY02-1007,A,07/30/02,EPA,SUCCESSFUL,3,10:00,1.6,41.1263,-72.3199,41.1292,-72.3128,S002,
NY02-1007,A,07/30/02,EPA,SUCCESSFUL,1,10:00,1.9,41.1262,-72.3204,41.1263,-72.3125,S003,
NY02-1011,A,07/23/02,EPA,SUCCESSFUL,3,10:00,2.0,41.0879,-72.2074,41.091,-72.2006,S001,
NY02-1011,A,07/23/02,EPA,SUCCESSFUL,4,10:00,2.0,41.0892,-72.2051,41.0927,-72.1982,S002,
NY02-1011,A,07/23/02,EPA,SUCCESSFUL,6,10:00,1.9,41.089,-72.2049,41.093,-72.1988,S003,
NY02-1015,A,07/30/02,EPA,SUCCESSFUL,2,10:00,2.0,41.0719,-72.3956,41.0653,-72.3994,S001,
NY02-1015,A,07/30/02,EPA,SUCCESSFUL,3,10:00,1.7,41.0713,-72.3962,41.065,-72.3998,S002,
NY02-1015,A,07/30/02,EPA,SUCCESSFUL,3,10:00,1.6,41.0711,-72.3963,41.0648,-72.3996,S003,
NY02-1016,A,07/26/02,EPA,SUCCESSFUL,2,10:00,1.7,41.0461,-72.3044,41.0413,-72.2997,S001,
NY02-1016,A,07/26/02,EPA,SUCCESSFUL,3,10:00,2.5,41.0424,-72.3015,41.0389,-72.2989,S002,
NY02-1017,A,07/23/02,EPA,SUCCESSFUL,3,10:00,2.3,40.9993,-72.1017,41.0032,-72.1053,S001,
NY02-1017,A,07/23/02,EPA,SUCCESSFUL,5,10:00,2.3,40.999,-72.1021,41.0034,-72.1044,S002,
NY02-1019,B,07/23/02,EPA,SUCCESSFUL,1,10:00,2.5,41.0406,-72.2038,41.0441,-72.21,S001,
NY02-1019,B,07/23/02,EPA,SUCCESSFUL,3,10:00,2.3,41.0409,-72.2104,41.0447,-72.2109,S002,
NY02-1021,A,07/26/02,EPA,SUCCESSFUL,4,10:00,1.9,41.019,-72.3389,41.0154,-72.3458,S001,
NY02-1021,A,07/26/02,EPA,SUCCESSFUL,4,10:00,1.7,41.0187,-72.339,41.0152,-72.3454,S002,
NY02-1021,A,07/26/02,EPA,SUCCESSFUL,3,10:00,1.7,41.0179,-72.3404,41.0143,-72.3469,S003,
NY02-1021,A,07/26/02,EPA,SUCCESSFUL,3,10:00,1.7,41.0186,-72.3378,41.0155,-72.3447,S004,
NY02-1022,A,07/24/02,EPA,SUCCESSFUL,4,10:00,1.3,41.0237,-72.4084,41.0246,-72.4159,S001,
NY02-1022,A,07/24/02,EPA,SUCCESSFUL,6,10:00,1.4,41.0239,-72.4092,41.0248,-72.4166,S002,
NY02-1025,A,07/24/02,EPA,SUCCESSFUL,4,10:00,1.5,40.9721,-72.5168,40.9707,-72.5241,S001,
NY02-1025,A,07/24/02,EPA,SUCCESSFUL,1,10:00,1.6,40.9722,-72.5332,40.971,-72.5249,S002,
NY02-1026,A,07/31/02,EPA,SUCCESSFUL,5,10:00,1.9,40.9548,-72.4197,40.9599,-72.4241,S001,
NY02-1026,A,07/31/02,EPA,SUCCESSFUL,4,10:00,2.0,40.9547,-72.4197,40.96,-72.4242,S002,
NY02-1027,A,07/31/02,EPA,SUCCESSFUL,3,10:00,1.9,40.9235,-72.4693,40.928,-72.4749,S001,
NY02-1027,A,07/31/02,EPA,SUCCESSFUL,3,10:00,1.9,40.9235,-72.4692,40.928,-72.4748,S002,
NY02-1030,A,08/01/02,EPA,SUCCESSFUL,5,10:00,1.7,40.9307,-72.5821,40.9193,-72.5785,S001,
NY02-1030,A,08/01/02,EPA,SUCCESSFUL,2,10:00,1.7,40.9186,-72.578,40.924,-72.5817,S002,
PA02-0201,B,09/16/02,EPA,SUCCESSFUL,1,10:00,.,39.961,-75.1808,39.9639,-75.1829,PA02-0201-STRL,
RI02-0056,B,09/25/02,RI,SUCCESSFUL,4,08:00,.,41.3798,-71.6465,.,.,RI02-0068-STRL,
RI02-0059,A,09/25/02,RI,SUCCESSFUL,2,10:00,.,41.3992,-71.5107,41.3963,-71.511,RI02-0069-STRL,
RI02-0061,A,07/18/02,RI,SUCCESSFUL,4,20:00,.,41.4723,-71.3753,41.4715,-71.3748,RI02-0261-STRL,
RI02-0063,A,07/18/02,RI,SUCCESSFUL,9,20:00,.,41.4587,-71.4073,41.4743,-71.4058,RI02-0263-STRL,
RI02-0065,A,07/16/02,RI,SUCCESSFUL,4,10:00,.,41.6408,-71.2245,41.6027,-71.2245,RI02-0265-STRL,
RI02-0067,A,07/17/02,RI,SUCCESSFUL,4,20:00,.,41.676,-71.2207,41.6765,-71.2245,RI02-0267-STRL,
RI02-0069,A,07/17/02,RI,SUCCESSFUL,10,20:00,.,41.5223,-71.3388,41.524,-71.3523,RI02-0269-STRL,
RI02-0071,A,07/18/02,RI,SUCCESSFUL,13,20:00,.,41.4052,-71.4218,41.4213,-71.4192,RI02-0271-STRL,
RI02-0073,A,07/19/02,RI,SUCCESSFUL,9,20:00,.,41.551,-71.4073,41.5572,-71.4178,RI02-0273-STRL,
RI02-0075,A,07/15/02,RI,SUCCESSFUL,3,20:00,.,41.6567,-71.3722,41.669,-71.3567,RI02-0275-STRL,
RI02-0077,A,07/15/02,RI,SUCCESSFUL,2,20:00,.,41.6702,-71.3253,41.6695,-71.3245,RI02-0277-STRL,
RI02-0079,A,07/15/02,RI,SUCCESSFUL,2,10:00,.,41.6875,-71.3007,41.6918,-71.2912,RI02-0279-STRL,
RI02-0081,A,07/17/02,RI,SUCCESSFUL,4,20:00,.,41.6543,-71.2357,41.6417,-71.2502,RI02-0281-STRL,
RI02-0083,A,07/16/02,RI,SUCCESSFUL,10,20:00,.,41.567,-71.2183,41.576,-71.2187,RI02-0283-STRL,
CT03-0241,A,09/22/03,CT,SUCCESSFUL,15,30,.,.,.,.,., ,
CT03-0242,A,09/15/03,CT,SUCCESSFUL,18,30,.,.,.,.,., ,
CT03-0243,A,09/26/03,CT,SUCCESSFUL,18,30,.,.,.,.,., ,
CT03-0244,A,09/17/03,CT,SUCCESSFUL,19,30,.,.,.,.,., ,
CT03-0245,A,09/17/03,CT,SUCCESSFUL,14,30,.,.,.,.,., ,
DE03-0004,A,07/17/03,DE,SUCCESSFUL,2,03:21,2.0,38.4849,-75.069,38.4848,-75.0664,DE03-0004-STRL,
DE03-0018,A,07/16/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0018-STRL,
DE03-0034,A,08/06/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0034-STRL,
DE03-0046,A,08/06/03,NCA,NOT ATTEMPTED,., ,.,39.7981,-75.4261,.,.,DE03-0046,
DE03-0048,A,08/06/03,NCA,SUCCESSFUL,6,10:00,1.5,39.7153,-75.5072,39.7191,-75.5061,DE03-0048-STRL,
DE03-0050,A,07/31/03,NCA,UNSUCCESSFUL,.,10:00,1.5,39.5907,-75.5626,.,.,DE03-0050-STRL,
DE03-0052,A,07/31/03,NCA,SUCCESSFUL,4,10:00,1.5,39.4502,-75.5586,39.4539,-75.5602,DE03-0052-STRL,
DE03-0054,A,07/30/03,NCA,UNSUCCESSFUL,7,08:00,1.6,39.3026,-75.3855,39.2994,-75.3811,DE03-0054-STRL,
DE03-0056,A,07/29/03,NCA,SUCCESSFUL,6,10:00,1.5,39.1646,-75.2817,39.168,-75.2837,DE03-0056-STRL,
DE03-0201,A,07/17/03,DE,SUCCESSFUL,3,03:28,2.0,38.477,-75.0584,38.4789,-75.0583,DE03-0201-STRL,
DE03-0205,A,07/15/03,DE,SUCCESSFUL,4,03:25,2.4,38.559,-75.6976,38.5576,-75.6952,DE03-0205-STRL,
DE03-0207,A,07/15/03,DE,SUCCESSFUL,7,03:25,2.0,38.5669,-75.6299,38.5656,-75.6312,DE03-0207-STRL,
DE03-0208,A,07/16/03,DE,SUCCESSFUL,4,03:10,1.9,38.5725,-75.1785,38.5713,-75.1804,DE03-0208-STRL,
DE03-0210,B,08/04/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0210-STRL,
DE03-0212,A,07/15/03,DE,SUCCESSFUL,7,03:15,1.9,38.6037,-75.6545,38.605,-75.6528,DE03-0212-STRL,
DE03-0214,A,07/16/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0214-STRL,
DE03-0218,C,08/04/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0218-STRL,
DE03-0219,A,07/15/03,DE,SUCCESSFUL,1,03:10,1.9,38.6221,-75.6264,38.623,-75.625,DE03-0219-STRL,
DE03-0221,A,07/16/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0221-STRL,
DE03-0223,A,08/04/03,DE,SUCCESSFUL,0,03:10,2.0,38.6254,-75.0881,38.6247,-75.0879,DE03-0223-STRL,
DE03-0225,A,08/06/03,DE,SUCCESSFUL,1,03:10,2.0,38.6638,-75.1767,38.6622,-75.1741,DE03-0225-STRL,
DE03-0227,A,08/05/03,DE,SUCCESSFUL,4,03:05,2.0,38.6726,-75.1105,38.6741,-75.1123,DE03-0227-STRL,
DE03-0229,A,08/05/03,DE,SUCCESSFUL,1,03:05,2.0,38.6972,-75.1572,38.6971,-75.1558,DE03-0229-STRL,
DE03-0232,A,08/07/03,DE,NOT ATTEMPTED,., ,.,.,.,.,.,DE03-0232-STRL,
DE03-0234,A,08/07/03,DE,SUCCESSFUL,1,03:05,2.0,38.7509,-75.1007,38.7496,-75.099,DE03-0234-STRL,
DE03-0236,A,09/25/03,NCA,SUCCESSFUL,8,10:00,.,35.244,-75.4004,39.2459,-75.4035,DE03-0236-STRL,
DE03-0238,A,09/25/03,NCA,SUCCESSFUL,5,10:00,1.5,39.2327,-75.3955,39.2299,-75.4615,DE03-0238-STRL,
DE03-0240,A,07/29/03,NCA,SUCCESSFUL,5,10:00,1.5,39.0786,-75.2763,39.0823,-75.2784,DE03-0240-STRL,
DE03-0242,A,07/28/03,NCA,SUCCESSFUL,4,10:00,1.5,38.9328,-75.1875,38.9284,-75.1849,DE03-0242-STRL,
DE03-0244,A,07/28/03,NCA,SUCCESSFUL,4,10:00,1.5,38.8724,-75.1279,38.8774,-75.1314,DE03-0244-STRL,
DE03-0247,A,09/23/03,NCA,SUCCESSFUL,8,10:00,1.3,38.9466,-75.3397,38.9469,-75.3356,DE03-0247-STRL,
DE03-0248,A,09/24/03,NCA,SUCCESSFUL,5,10:00,.,39.0665,-75.4044,39.0662,-75.3997,DE03-0248-STRL,
DE03-0249,A,09/24/03,NCA,SUCCESSFUL,5,10:00,1.2,39.0699,-75.4132,39.0704,-75.4152,DE03-0249-STRL,
DE03-0250,A,09/25/03,NCA,UNSUCCESSFUL,0,10:00,1.4,39.2488,-75.4776,39.2484,-75.4804,DE03-0250-STRL,
DE03-0253,A,09/26/03,NCA,SUCCESSFUL,6,10:00,1.2,39.302,-75.4774,39.3021,-75.4731,DE03-0253-STRL,
DE03-0254,B,10/02/03,NCA,SUCCESSFUL,4,10:00,1.0,39.4538,-75.6502,39.45,-75.6482,DE03-0254-STRL,
DE03-0258,A,10/03/03,NCA,UNSUCCESSFUL,0,10:00,1.2,39.7363,-75.5573,39.7333,-75.55,DE03-0258-STRL,
ME03-0257,A,07/29/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,ME03-0207-TRL,
ME03-0264,C,09/04/03,NCA,SUCCESSFUL,0,08:00,2.0,43.1235,-70.8242,43.1235,-70.8242,NH03-0251-STRL,
ME03-0264,C,10/02/03,NCA,SUCCESSFUL,1,08:09,2.3,43.1235,-70.8243,43.1235,-70.8243,NH03-0251-STRL,
ME03-0272,A,07/02/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0222-TRL,
NH03-0201,A,06/13/03,NCA,SUCCESSFUL,3,10:00,2.1,42.8767,-70.8296,42.8767,-70.8296,NH03-0201-STRL,
NH03-0201,A,08/27/03,NCA,SUCCESSFUL,0,10:00,2.1,42.8722,-70.8249,42.8722,-70.8249,NH03-0201-STRL,
NH03-0201,A,10/28/03,NCA,SUCCESSFUL,2,09:00,2.3,42.8762,-70.8274,42.8762,-70.8274,NH03-0201-STRL,
NH03-0203,A,06/13/03,NCA,SUCCESSFUL,1,10:00,2.3,42.8892,-70.8258,42.8892,-70.8258,NH03-0203-STRL,
NH03-0203,A,08/28/03,NCA,SUCCESSFUL,0,10:00,2.3,42.8844,-70.8313,42.8844,-70.8313,NH03-0203-STRL,
NH03-0203,A,10/28/03,NCA,SUCCESSFUL,2,10:00,2.1,42.8874,-70.8285,42.8874,-70.8285,NH03-0203-STRL,
NH03-0205,A,06/13/03,NCA,SUCCESSFUL,0,10:00,2.3,42.8994,-70.8304,42.8994,-70.8304,NH03-0205-STRL,
NH03-0205,A,08/28/03,NCA,SUCCESSFUL,0,10:00,2.2,42.8964,-70.8342,42.8964,-70.8342,NH03-0205-STRL,
NH03-0205,A,10/28/03,NCA,SUCCESSFUL,1,10:00,2.2,42.899,-70.831,42.899,-70.831,NH03-0205-STRL,
NH03-0207,A,06/26/03,NCA,SUCCESSFUL,0,10:00,2.0,42.8364,-70.8412,42.8364,-70.8412,NH03-0207-STRL,
NH03-0207,A,08/28/03,NCA,SUCCESSFUL,0,10:00,2.4,42.92,-70.8412,42.92,-70.8412,NH03-0207-STRL,
NH03-0207,A,10/30/03,NCA,SUCCESSFUL,2,10:00,2.2,42.92,-70.8411,42.92,-70.8411,NH03-0207-STRL,
NH03-0209,A,06/16/03,NCA,SUCCESSFUL,2,10:00,2.1,42.9887,-70.9499,42.9887,-70.9499,NH03-0209-STRL,
NH03-0209,A,07/24/03,NCA,UNSUCCESSFUL,., ,.,42.9864,-70.9515,.,.,NH03-0209-TRL,
NH03-0209,A,10/08/03,NCA,SUCCESSFUL,3,08:00,2.0,42.9885,-70.9502,42.9885,-70.9502,NH03-0209-STRL,
NH03-0212,A,08/27/03,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH03-0212-TRL,
NH03-0214,A,06/12/03,NCA,SUCCESSFUL,4,08:14,2.3,43.0382,-70.9298,43.0382,-70.9298,NH03-0214-STRL,
NH03-0214,A,08/11/03,NCA,SUCCESSFUL,2,10:00,1.9,43.0353,-70.9472,43.0353,-70.9472,NH03-0214-STRL,
NH03-0214,A,10/10/03,NCA,UNSUCCESSFUL,., ,.,43.0389,-70.9288,.,.,NH03-0214-TRL,
NH03-0216,A,06/11/03,NCA,SUCCESSFUL,0,10:00,2.1,43.058,-70.9135,43.058,-70.9135,NH03-0216-STRL,
NH03-0216,A,08/12/03,NCA,SUCCESSFUL,0,10:00,2.3,43.0536,-70.9139,43.0536,-70.9139,NH03-0216-STRL,
NH03-0216,A,10/24/03,NCA,SUCCESSFUL,6,10:00,2.0,43.0593,-70.9126,43.0593,-70.9126,NH03-0216-STRL,
NH03-0218,A,05/13/03,NCA,SUCCESSFUL,2,10:00,2.0,43.0632,-70.8762,43.0632,-70.8762,NH03-0218-STRL,
NH03-0218,A,07/14/03,NCA,SUCCESSFUL,2,10:00,2.5,43.0622,-70.8761,43.0622,-70.8761,NH03-0218-STRL,
NH03-0218,A,10/24/03,NCA,SUCCESSFUL,0,10:00,2.2,43.0637,-70.8784,43.0637,-70.8784,NH03-0218-STRL,
