Dataset:              Fish Trawl Data
File Name:            FTRAWL.dat
Date Created:         06/08/10
# Variables:          12
# Header Records:     23
# Data Records:       1362
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)   
              EVNTDATE      Event Date                           
              FTRLTYPE	   Type of Fish Trawl                  
              FTRLFLAG      Status of Completed Fish Trawl      
              FSPECCNT      Total Fish Species in Trawl (#)     
              FT_DUR        Duration of Fish Trawl (mmss)       
              FWTR_SPD      Trawl Speed through Water (knots)    
              BEG_LAT       Fish Trawl Beginning Latitude (dd)   
              BEG_LNG       Fish Trawl Beginning Longitude (dd)  
              END_LAT       Fish Trawl End Latitude (dd)         
              END_LNG       Fish Trawl End Longitude (dd)        

STATION,STAT_ALT,EVNTDATE,FTRLTYPE,FTRLFLAG,FSPECCNT,FT_DUR,FWTR_SPD,BEG_LAT,BEG_LNG,END_LAT,END_LNG,FTRAWLID,
MD05-0022,A,08/24/05,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD05-0023,A,09/10/05,MD,SUCCESSFUL,1, ,.,.,.,.,., ,
MD05-0024,A,08/25/05,MD,SUCCESSFUL,6, ,.,.,.,.,., ,
MD05-0025,A,09/12/05,MD,SUCCESSFUL,0, ,.,.,.,.,., ,
NH05-0027,A,07/26/05,NCA,SUCCESSFUL,0,10:00,2.1,43.0756,-70.8674,43.0704,-70.8665,NH05-0027-STRL,
NH05-0201,A,08/17/05,NCA,SUCCESSFUL,1,10:00,3.1,42.8773,-70.8326,42.876,-70.827,NH05-0201-STRL,
NH05-0203,A,08/17/05,NCA,SUCCESSFUL,0,10:00,3.3,42.8863,-70.8288,42.8837,-70.8341,NH05-0203-STRL,
NH05-0205,A,08/17/05,NCA,SUCCESSFUL,1,10:00,2.1,42.8992,-70.8303,42.896,-70.8185,NH05-0205-STRL,
NH05-0207,A,08/17/05,NCA,SUCCESSFUL,0,10:00,2.8,42.9195,-70.841,42.9186,-70.8436,NH05-0207-STRL,
NH05-0216,A,08/16/05,NCA,SUCCESSFUL,0,10:00,2.1,43.0542,-70.9147,43.0589,-70.9131,NH05-0216-STRL,
NH05-0218,B,08/02/05,NCA,SUCCESSFUL,0,10:00,2.8,43.0623,-70.8782,43.0607,-70.8717,NH05-0218-STRL,
NH05-0220,A,08/02/05,NCA,SUCCESSFUL,3,10:00,1.9,43.0539,-70.8412,43.0569,-70.8354,NH05-0220-STRL,
NH05-0222,A,10/13/05,NCA,SUCCESSFUL,0,10:00,2.7,43.0574,-70.7287,43.0552,-70.7249,NH05-0222-STRL,
NH05-0226,A,07/12/05,NCA,SUCCESSFUL,5,10:00,1.2,43.0646,-70.8963,43.0649,-70.8893,NH05-0226-STRL,
NH05-0229,A,10/13/05,NCA,SUCCESSFUL,0,10:00,2.5,43.0704,-70.7426,43.0674,-70.7401,NH05-0229-STRL,
NH05-0234,A,08/16/05,NCA,SUCCESSFUL,6,10:00,2.0,43.0901,-70.8755,43.0853,-70.8766,NH05-0234-STRL,
NH05-0241,A,07/19/05,NCA,SUCCESSFUL,1,10:00,2.5,43.0852,-70.8642,43.0965,-70.8648,NH05-0241-STRL,
NH05-0244,A,08/23/05,NCA,SUCCESSFUL,3,10:00,3.6,43.1159,-70.8671,43.1194,-70.8679,NH05-0244-STRL,
NH05-0248,A,10/31/05,NCA,SUCCESSFUL,2,10:00,2.2,43.1329,-70.9143,43.1344,-70.9086,NH05-0248-STRL,
NH05-0253,A,07/11/05,NCA,SUCCESSFUL,2,10:10,2.2,43.1342,-70.8459,43.1407,-70.8456,NH05-0253-STRL,
NH05-0255,A,08/03/05,NCA,SUCCESSFUL,0,10:00,2.2,43.1639,-70.8593,43.1621,-70.8556,NH05-0255-STRL,
NH05-0258,A,07/13/05,NCA,SUCCESSFUL,4,10:00,1.3,43.1721,-70.8251,43.1767,-70.8261,NH05-0258-STRL,
NY05-0001,A,07/19/05,NCA,SUCCESSFUL,4,10:00,2.0,40.6517,-73.1615,40.6531,-73.1547,S001,
NY05-0002,B,07/14/05,NCA,UNSUCCESSFUL,1,10:00,.,.,.,.,.,C001,
NY05-0002,B,07/14/05,NCA,SUCCESSFUL,3,10:00,2.0,40.5902,-73.8573,40.5927,-73.8651,S001,
NY05-0002,B,07/14/05,NCA,SUCCESSFUL,2,10:00,2.0,40.5902,-73.8567,40.5927,-73.8641,S002,
NY05-0003,A,07/12/05,NCA,SUCCESSFUL,6,10:00,1.5,41.1933,-73.9329,41.1988,-73.9384,S001,
NY05-0003,A,07/12/05,NCA,UNSUCCESSFUL,4,06:00,1.6,41.1947,-73.9328,41.1969,-73.934,S002,
NY05-0004,B,07/11/05,NCA,SUCCESSFUL,2,10:00,1.7,40.9218,-73.3735,40.9215,-73.3646,S001,
NY05-0004,B,07/11/05,NCA,SUCCESSFUL,2,10:00,2.0,40.9217,-73.3724,40.9218,-73.3631,S002,
NY05-0005,A,09/14/05,NCA,SUCCESSFUL,4,10:00,2.0,41.0122,-72.3473,41.0189,-72.347,S001,
NY05-0005,A,09/14/05,NCA,UNSUCCESSFUL,1,10:00,2.0,41.01,-72.3408,41.0168,-72.3405,S002,
NY05-0006,A,09/13/05,NCA,SUCCESSFUL,6,10:00,1.6,41.0896,-72.0521,41.0834,-72.0538,S001,
NY05-0006,A,09/13/05,NCA,UNSUCCESSFUL,1,10:00,2.3,41.0837,-72.0539,41.0895,-72.0525,S002,
NY05-0007,B,09/14/05,NCA,SUCCESSFUL,6,10:00,1.7,40.9055,-72.4888,40.9113,-72.485,S001,
NY05-0007,B,09/14/05,NCA,SUCCESSFUL,4,10:00,1.9,40.9057,-72.4902,40.9116,-72.4863,S002,
NY05-0008,A,09/12/05,NCA,SUCCESSFUL,4,10:00,2.0,41.0981,-72.1776,41.0988,-72.1695,S001,
NY05-0008,A,09/12/05,NCA,SUCCESSFUL,6,10:00,2.0,41.0987,-72.1827,41.1,-72.1741,S002,
NY05-0009,B,07/19/05,NCA,SUCCESSFUL,3,10:00,1.6,40.6928,-73.1637,40.6934,-73.1546,S001,
NY05-0009,B,07/19/05,NCA,SUCCESSFUL,3,10:00,1.7,40.6905,-73.1621,40.6923,-73.1535,S002,
NY05-0009,B,07/19/05,NCA,SUCCESSFUL,3,10:00,1.7,40.688,-73.1643,40.6907,-73.1532,S003,
NY05-0010,C,07/14/05,NCA,SUCCESSFUL,0,10:00,1.7,40.6337,-73.8099,40.6385,-73.8151,S001,
NY05-0010,C,07/14/05,NCA,SUCCESSFUL,0,10:00,1.9,40.6425,-73.8161,40.6396,-73.8089,S002,
NY05-0011,A,07/18/05,NCA,SUCCESSFUL,0,10:00,2.3,40.6138,-73.4976,40.6104,-73.4932,S001,
NY05-0011,A,07/18/05,NCA,SUCCESSFUL,1,10:00,2.0,40.6134,-73.497,40.6094,-73.4909,S002,
NY05-0012,A,07/20/05,NCA,SUCCESSFUL,4,10:00,2.2,40.7289,-73.999,40.7312,-73.9919,S001,
NY05-0012,A,07/20/05,NCA,SUCCESSFUL,1,10:00,1.9,40.7296,-73.9972,40.7358,-73.9941,S002,
NY05-0012,A,07/20/05,NCA,SUCCESSFUL,2,10:00,2.0,40.73,-73.9969,40.7336,-73.9895,S003,
NY05-0013,C,09/15/05,NCA,SUCCESSFUL,3,10:00,2.0,40.8616,-72.4784,40.867,-72.4786,S001,
NY05-0013,C,09/15/05,NCA,SUCCESSFUL,1,10:00,2.0,40.8621,-72.4759,40.8681,-72.4778,S002,
NY05-0014,A,09/13/05,NCA,SUCCESSFUL,6,10:00,2.0,41.0677,-72.172,41.0707,-72.1794,S001,
NY05-0014,A,09/13/05,NCA,UNSUCCESSFUL,.,10:00,1.9,41.0846,-72.1703,41.0688,-72.1795,S002,
NY05-0015,A,07/14/05,NCA,SUCCESSFUL,2,10:00,1.9,40.5058,-74.1526,40.507,-74.1611,S001,
NY05-0015,A,07/14/05,NCA,SUCCESSFUL,1,10:00,1.7,40.5087,-74.1556,40.5107,-74.1638,S002,
NY05-0016,A,09/13/05,NCA,SUCCESSFUL,6,10:00,2.0,41.0326,-72.0255,41.0363,-72.0183,S001,
NY05-0017,A,07/13/05,NCA,UNSUCCESSFUL,.,10:00,2.0,40.5468,-73.963,40.552,-73.9664,S001,
NY05-0017,A,07/13/05,NCA,UNSUCCESSFUL,.,10:00,2.0,40.5552,-73.9623,40.5602,-73.9596,S002,
NY05-0019,A,09/15/05,NCA,SUCCESSFUL,4,10:00,1.9,40.9525,-72.5067,40.9586,-72.5096,S001,
NY05-0019,A,09/15/05,NCA,SUCCESSFUL,5,10:00,2.0,40.9513,-72.5026,40.9576,-72.5054,S002,
NY05-0020,C,09/13/05,NCA,SUCCESSFUL,2,10:00,1.6,41.0856,-72.2707,41.0868,-72.2791,S001,
NY05-0020,C,09/13/05,NCA,UNSUCCESSFUL,1,10:00,1.6,41.0855,-72.2688,41.0868,-72.2778,S002,
NY05-0021,B,07/13/05,NCA,SUCCESSFUL,9,10:00,1.3,40.6631,-74.0321,40.657,-74.0345,S001,
NY05-0022,A,09/14/05,NCA,SUCCESSFUL,8,10:00,1.7,40.9653,-72.4064,40.9715,-72.4025,S001,
NY05-0023,A,07/12/05,NCA,UNSUCCESSFUL,1,04:00,2.4,40.8016,-73.8241,40.8011,-73.8259,S001,
NY05-0024,A,07/19/05,NCA,SUCCESSFUL,4,10:00,2.0,40.7006,-73.0395,40.7026,-73.0317,S001,
NY05-0024,A,07/19/05,NCA,SUCCESSFUL,2,10:00,2.1,40.6994,-73.0408,40.7023,-73.0328,S002,
NY05-0024,A,07/19/05,NCA,SUCCESSFUL,3,10:00,2.1,40.6999,-73.0351,40.7048,-73.0291,S003,
NY05-0025,A,07/13/05,NCA,SUCCESSFUL,7,10:00,2.0,40.5907,-74.0215,40.5973,-74.026,S001,
NY05-0025,A,07/13/05,NCA,SUCCESSFUL,4,10:00,2.0,40.5906,-74.0214,40.5972,-74.025,S002,
RI05-0018,A,08/24/05,RI,SUCCESSFUL,3,10:02,.,41.3918,-71.5138,41.3865,-71.5135,RI05-0018-STRL,
RI05-0018,A,08/24/05,RI,SUCCESSFUL,3,10:31,.,41.4002,-71.5107,41.3947,-71.5118,RI05-0018-TRL,
RI05-0561,A,07/12/05,RI,SUCCESSFUL,8,20:00,.,41.4775,-71.3817,41.4767,-71.3792,RI05-0561-STRL,
RI05-0563,A,07/15/05,RI,SUCCESSFUL,15,20:00,.,41.4658,-71.4125,41.4806,-71.4097,RI05-0563-STRL,
RI05-0567,A,07/13/05,RI,SUCCESSFUL,4,20:00,.,41.6825,-71.2206,41.6872,-71.2325,RI05-0567-STRL,
RI05-0569,A,07/15/05,RI,SUCCESSFUL,12,20:00,.,41.5195,-71.3481,41.535,-71.355,RI05-0569-STRL,
RI05-0571,A,07/11/05,RI,SUCCESSFUL,14,20:00,.,41.5933,-71.3695,41.5997,-71.3583,RI05-0571-STRL,
RI05-0573,A,07/15/05,RI,SUCCESSFUL,10,20:00,.,41.5517,-71.4122,41.5631,-71.4211,RI05-0573-STRL,
RI05-0575,A,08/19/05,RI,SUCCESSFUL,13,10:00,.,41.66,-71.3733,41.6658,-71.3706,RI05-0575-STRL,
RI05-0577,A,07/11/05,RI,SUCCESSFUL,6,20:00,.,41.6686,-71.3333,41.6694,-71.3258,RI05-0577-STRL,
RI05-0581,A,07/13/05,RI,SUCCESSFUL,4,10:00,.,41.6578,-71.24,41.6519,-71.2464,RI05-0581-STRL,
RI05-0583,A,07/13/05,RI,SUCCESSFUL,10,20:00,.,41.5706,-71.22,41.5856,-71.2194,RI05-0583-STRL,
RI05-0586,A,08/19/05,RI,SUCCESSFUL,14,20:00,.,41.5181,-71.3467,41.5328,-71.3556,RI05-0586-STRL,
RI05-0587,A,07/13/05,RI,SUCCESSFUL,7,20:00,.,41.5058,-71.2197,41.5214,-71.2195,RI05-0587-STRL,
VA05-0001,A,07/25/05,VA,SUCCESSFUL,9, ,.,37.376833333,-76.899,37.375333333,-76.89783333,VA05001TWL01,
VA05-0002,A,09/09/05,VA,SUCCESSFUL,8, ,.,37.189833333,-76.108,37.192833333,-76.10616667,VA05002TWL01,
VA05-0002,A,09/09/05,VA,SUCCESSFUL,2, ,.,37.193666667,-76.10666667,37.197166667,-76.10633333,VA05002TWL02,
VA05-0003,A,09/20/05,VA,SUCCESSFUL,6, ,.,37.058833333,-76.59366667,37.062666667,-76.596,VA05003TWL01,
VA05-0003,A,09/20/05,VA,SUCCESSFUL,2, ,.,37.061666667,-76.59583333,37.059166667,-76.594,VA05003TWL02,
VA05-0004,A,07/25/05,VA,SUCCESSFUL,7, ,.,37.579333333,-76.96366667,37.5815,-76.96416667,VA05004TWL01,
VA05-0004,A,07/25/05,VA,SUCCESSFUL,3, ,.,37.579833333,-76.9635,37.5815,-76.964,VA05004TWL02,
VA05-0008,A,09/08/05,VA,SUCCESSFUL,8, ,.,37.280166667,-76.544,37.283,-76.548,VA05008TWL01,
VA05-0008,A,09/08/05,VA,SUCCESSFUL,5, ,.,37.282,-76.547,37.280333333,-76.54383333,VA05008TWL02,
VA05-0010,A,09/09/05,VA,SUCCESSFUL,13, ,.,37.249,-76.12583333,37.252666667,-76.12483333,VA05010TWL01,
VA05-0010,A,09/09/05,VA,SUCCESSFUL,1, ,.,37.247833333,-76.12316667,37.246833333,-76.119,VA05010TWL02,
VA05-0011,A,09/13/05,VA,SUCCESSFUL,7, ,.,37.591333333,-76.19466667,37.594333333,-76.19516667,VA05011TWL01,
VA05-0015,A,09/12/05,VA,SUCCESSFUL,10, ,.,37.446,-76.08783333,37.4465,-76.08416667,VA05015TWL01,
VA05-0015,A,09/12/05,VA,SUCCESSFUL,3, ,.,37.4445,-76.086,37.447,-76.08733333,VA05015TWL02,
VA05-0018,B,09/19/05,VA,SUCCESSFUL,8, ,.,37.0955,-75.98916667,37.097833333,-75.99183333,VA05018TWL01,
VA05-0021,A,09/19/05,VA,SUCCESSFUL,7, ,.,37.005,-76.00316667,37.006833333,-76.00483333,VA05021TWL01,
VA05-0022,A,07/26/05,VA,SUCCESSFUL,3, ,.,37.612166667,-76.50816667,37.612333333,-76.50533333,VA05022TWL01,
VA05-0022,A,07/26/05,VA,SUCCESSFUL,3, ,.,37.612166667,-76.50683333,37.614166667,-76.508,VA05022TWL02,
VA05-0024,A,09/22/05,VA,SUCCESSFUL,7, ,.,37.0155,-76.26183333,37.015166667,-76.25816667,VA05024TWL01,
VA05-0024,A,09/22/05,VA,SUCCESSFUL,2, ,.,37.015666667,-76.2615,37.015166667,-76.25783333,VA05024TWL02,
VA05-0025,A,09/13/05,VA,SUCCESSFUL,4, ,.,37.715333333,-76.03516667,37.711666667,-76.037,VA05025TWL01,
VA05-0025,A,09/13/05,VA,SUCCESSFUL,3, ,.,37.711833333,-76.03683333,37.714666667,-76.03466667,VA05025TWL02,
VA05-0026,A,07/22/05,VA,SUCCESSFUL,5, ,.,37.374666667,-76.4535,37.3725,-76.45433333,VA05026TWL01,
VA05-0026,A,07/22/05,VA,SUCCESSFUL,1, ,.,37.372666667,-76.45316667,37.374666667,-76.45333333,VA05026TWL02,
VA05-0028,A,08/22/05,VA,SUCCESSFUL,9, ,.,38.012,-75.36783333,38.0095,-75.367,VA05028TWL01,
VA05-0028,A,08/22/05,VA,SUCCESSFUL,3, ,.,38.011,-75.368,38.012,-75.36566667,VA05028TWL02,
VA05-0029,A,07/26/05,VA,SUCCESSFUL,2, ,.,37.704333333,-76.4605,37.7065,-76.45916667,VA05029TWL01,
VA05-0029,A,07/26/05,VA,SUCCESSFUL,3, ,.,37.706166667,-76.45933333,37.704166667,-76.4605,VA05029TWL02,
VA05-0030,A,08/24/05,VA,SUCCESSFUL,9, ,.,37.891,-75.79266667,37.889,-75.7935,VA05030TWL01,
VA05-0030,A,08/24/05,VA,SUCCESSFUL,2, ,.,37.8895,-75.79266667,37.8915,-75.79083333,VA05030TWL02,
VA05-0031,A,08/24/05,VA,SUCCESSFUL,7, ,.,37.3115,-75.82066667,37.31,-75.8175,VA05031TWL01,
VA05-0031,A,08/24/05,VA,SUCCESSFUL,2, ,.,37.3125,-75.8215,37.310666667,-75.81866667,VA05031TWL02,
VA05-0036,B,08/22/05,VA,SUCCESSFUL,10, ,.,37.904,-75.4685,37.9025,-75.47,VA05036TWL01,
VA05-0037,A,09/13/05,VA,SUCCESSFUL,3, ,.,37.773833333,-76.073,37.776833333,-76.07233333,VA05037TWL01,
VA05-0038,A,08/22/05,VA,SUCCESSFUL,2, ,.,37.89,-75.4085,37.890833333,-75.41,VA05038TWL01,
VA05-0038,A,08/22/05,VA,SUCCESSFUL,1, ,.,37.891833333,-75.41083333,37.8895,-75.40816667,VA05038TWL02,
VA05-0039,A,08/24/05,VA,SUCCESSFUL,4, ,.,37.3325,-75.79516667,37.330666667,-75.7975,VA05039TWL01,
VA05-0041,A,07/27/05,VA,SUCCESSFUL,8, ,.,36.876833333,-76.0585,36.876,-76.06016667,VA05041TWL01,
VA05-0044,A,07/27/05,VA,SUCCESSFUL,11, ,.,37.254166667,-76.4315,37.2525,-76.43016667,VA05044TWL01,
VA05-0044,A,07/27/05,VA,SUCCESSFUL,2, ,.,37.253,-76.43066667,37.254833333,-76.431,VA05044TWL02,
VA05-0046,A,07/22/05,VA,SUCCESSFUL,2, ,.,37.525833333,-76.43566667,37.526,-76.4325,VA05046TWL01,
VA05-0046,A,07/22/05,VA,SUCCESSFUL,3, ,.,37.525833333,-76.43583333,37.524333333,-76.438,VA05046TWL02,
VA05-0050,A,09/16/05,VA,SUCCESSFUL,8, ,.,37.787166667,-76.64333333,37.784666667,-76.641,VA05050TWL01,
VA05-0050,A,09/16/05,VA,SUCCESSFUL,3, ,.,37.783833333,-76.64283333,37.787333333,-76.64366667,VA05050TWL02,
CT06-0075,A,10/04/06,CT,SUCCESSFUL,14,14,.,41.02,-73.46,.,., ,
CT06-0076,A,10/10/06,CT,SUCCESSFUL,13,30,.,41.01,-73.28,.,., ,
CT06-0077,A,10/03/06,CT,SUCCESSFUL,8,15,.,41.05,-72.93,.,., ,
CT06-0078,A,10/03/06,CT,SUCCESSFUL,8,22,.,41.09,-73.13,.,., ,
CT06-0079,A,10/12/06,CT,SUCCESSFUL,14,30,.,41.06,-73.31,.,., ,
CT06-0080,A,09/11/06,CT,SUCCESSFUL,10,30,.,41.21,-72.72,.,., ,
CT06-0081,A,09/11/06,CT,SUCCESSFUL,10,30,.,41.25,-72.61,.,., ,
CT06-0082,A,09/07/06,CT,SUCCESSFUL,10,30,.,41.05,-72.69,.,., ,
CT06-0083,A,09/07/06,CT,SUCCESSFUL,15,30,.,41.16,-72.44,.,., ,
CT06-0084,A,09/06/06,CT,SUCCESSFUL,4,30,.,41.24,-72.34,.,., ,
DB06-0028,A,08/04/06,NCA,SUCCESSFUL,2,08:00,1.5,39.0847,-75.1805,39.0807,-75.1869,DB06-0028-STDT,
DB06-0029,A,08/05/06,NCA,SUCCESSFUL,9,10:00,1.5,39.1518,-75.0463,39.149,-75.0631,DB06-0029-STRL,
DB06-0031,A,08/10/06,NCA,SUCCESSFUL,0,5,3.5,39.3447,-75.3206,39.5267,-75.3111,DB06-0031-STRL,
DB06-0038,A,08/16/06,NCA,UNSUCCESSFUL,.,5,.,39.5911,-75.6203,.,.,DB06-0038-STRL,
DB06-0039,A,08/10/06,NCA,SUCCESSFUL,5,5,2.0,39.3689,-75.3194,39.3306,-75.2836,DB06-0039-STRL,
DB06-0041,A,08/04/06,NCA,SUCCESSFUL,2,10:00,1.5,39.0313,-75.2551,39.0269,-75.255,DB06-0041-STRL,
DB06-0044,A,08/03/06,NCA,SUCCESSFUL,6,10:00,1.7,39.3694,-75.4644,30.3732,-75.4662,DB06-0044-STRL,
DB06-0046,A,08/02/06,NCA,SUCCESSFUL,1,10:00,1.4,38.8161,-75.1008,38.814,-75.0976,DB06-0046-STRL,
DB06-0047,A,08/05/06,NCA,SUCCESSFUL,8,10:00,1.5,39.0684,-75.1542,39.0669,-75.1504,DB06-0047-STRL,
DB06-0048,A,08/09/06,NCA,SUCCESSFUL,5,5,4.5,38.925,-75.3986,39.1042,-75.3678,DB06-0048-STRL,
DI06-0026,A,09/26/06,DE,SUCCESSFUL,2,4,2.1,38.5764,-75.6713,38.5796,-75.6713,DI06-0026-STRL,
DI06-0027,A,07/11/06,DE,SUCCESSFUL,0,5,2.0,38.6099,-75.0822,38.6102,-75.0803,DI06-0027-STRL,
DI06-0028,A,07/07/06,DE,SUCCESSFUL,3,4,2.5,38.6002,-75.1135,38.6005,-75.1109,DI06-0028-STRL,
DI06-0029,A,07/05/06,DE,SUCCESSFUL,3,5,2.5,38.4571,-75.0886,38.4552,-75.0856,DI06-0029-STRL,
DI06-0030,A,07/06/06,DE,SUCCESSFUL,5,4,2.3,38.6,-75.1518,38.6069,-75.1492,DI06-0030-STRL,
DI06-0032,A,07/06/06,DE,SUCCESSFUL,5,4,2.5,38.5776,-75.1704,38.5779,-75.1674,DI06-0032-STRL,
DI06-0033,A,07/18/06,DE,SUCCESSFUL,3,2,2.2,38.65,-75.1124,38.6539,-75.1132,DI06-0033-STRL,
DI06-0036,A,07/11/06,DE,SUCCESSFUL,3,5,2.5,38.5943,-75.0858,38.5937,-75.0835,DI06-0036-STRL,
DI06-0037,A,07/05/06,DE,SUCCESSFUL,4,5,2.7,38.4789,-75.0735,38.4787,-75.0703,DI06-0037-STRL,
DI06-0038,A,07/07/06,DE,SUCCESSFUL,8,5,2.5,38.5944,-75.1226,38.5958,-75.1194,DI06-0038-STRL,
DI06-0039,A,07/12/06,DE,SUCCESSFUL,6,5,2.5,38.6397,-75.1054,38.6439,-75.104,DI06-0039-STRL,
DI06-0041,A,07/17/06,DE,SUCCESSFUL,5,5,2.0,38.672,-75.0917,38.6741,-75.0912,DI06-0041-STRL,
DI06-0042,A,07/12/06,DE,SUCCESSFUL,6,4,2.8,38.652,-75.0907,38.6497,-75.0899,DI06-0042-STRL,
DI06-0043,A,07/18/06,DE,SUCCESSFUL,0,5,2.0,38.6832,-75.1306,38.6842,-75.1329,DI06-0043-STRL,
DI06-0045,A,07/18/06,DE,SUCCESSFUL,2,4,2.3,38.6688,-75.1234,38.6701,-75.1236,DI06-0045-STRL,
DI06-0046,A,07/12/06,DE,SUCCESSFUL,5,4,2.0,38.6348,-75.0843,38.6339,-75.0838,DI06-0046-STRL,
DI06-0047,A,07/17/06,DE,SUCCESSFUL,10,5,2.3,38.6736,-75.0806,38.6806,-75.0819,DI06-0047-STRL,
DI06-0048,A,07/07/06,DE,SUCCESSFUL,5,5,2.5,38.5947,-75.1129,38.5963,-75.1112,DI06-0048-STRL,
DI06-0049,A,07/11/06,DE,SUCCESSFUL,4,3,2.3,38.5676,-75.0953,38.569,-75.096,DI06-0049-STRL,
DI06-0050,A,07/11/06,DE,SUCCESSFUL,2,4,2.3,38.5895,-75.0851,38.5912,-75.0825,DI06-0050-STRL,
MD06-0027,A,09/08/06,MD,SUCCESSFUL,8, ,.,.,.,.,., ,
MD06-0028,A,09/06/06,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD06-0029,A,09/07/06,MD,SUCCESSFUL,5, ,.,.,.,.,., ,
MD06-0030,A,09/09/06,MD,SUCCESSFUL,3, ,.,.,.,.,., ,
MD06-0031,A,09/07/06,MD,SUCCESSFUL,7, ,.,.,.,.,., ,
MD06-0032,A,09/07/06,MD,SUCCESSFUL,4, ,.,.,.,.,., ,
MD06-0034,A,09/09/06,MD,SUCCESSFUL,7, ,.,.,.,.,., ,
MD06-0035,C,09/08/06,MD,SUCCESSFUL,8, ,.,.,.,.,., ,
MD06-0040,A,09/07/06,MD,SUCCESSFUL,2, ,.,.,.,.,., ,
MD06-0043,A,09/07/06,MD,SUCCESSFUL,1, ,.,.,.,.,., ,
MD06-0047,A,09/07/06,MD,SUCCESSFUL,3, ,.,.,.,.,., ,
NH06-0026,A,08/16/06,NCA,SUCCESSFUL,0,07:00,1.9,43.2097,-70.8172,43.2079,-70.8177,NH06-0026-STND,
NH06-0028,A,06/21/06,NCA,SUCCESSFUL,4,10:00,2.1,43.0858,-70.8773,43.0818,-70.8814,NH06-0028-STND,
NH06-0029,A,08/21/06,NCA,SUCCESSFUL,3,10:00,2.0,43.0675,-70.8471,43.0665,-70.8398,NH06-0029-STND,
NH06-0030,A,07/10/06,NCA,SUCCESSFUL,2,10:00,2.2,43.045,-70.9161,43.0501,-70.9149,NH06-0030-STND,
NH06-0032,A,07/26/06,NCA,SUCCESSFUL,0,10:04,2.1,43.0617,-70.9102,43.0638,-70.9039,NH06-0032-STRL,
NH06-0033,A,07/12/06,NCA,SUCCESSFUL,2,10:00,2.8,43.1316,-70.8307,43.1265,-70.8278,NH06-0033-STND,
NH06-0034,A,07/26/06,NCA,SUCCESSFUL,0,10:08,2.2,43.1848,-70.8296,43.1805,-70.8263,NH06-0034-STRL,
NH06-0035,A,08/21/06,NCA,SUCCESSFUL,0,10:00,2.0,43.055,-70.8418,43.0558,-70.8488,NH06-0035-STND,
NH06-0036,A,07/17/06,NCA,SUCCESSFUL,3,10:00,2.0,43.0942,-70.8578,43.0993,-70.8568,NH06-0036-STND,
NH06-0037,A,08/09/06,NCA,SUCCESSFUL,0,10:00,2.4,42.9072,-70.8204,42.9024,-70.8209,NH06-0037-STRL,
NH06-0038,A,07/10/06,NCA,SUCCESSFUL,3,10:00,2.6,43.0792,-70.8779,43.0765,-70.8839,NH06-0038-STND,
NH06-0039,A,08/22/06,NCA,SUCCESSFUL,0,10:00,2.2,43.052,-70.7584,43.0497,-70.7645,NH06-0039-STWL,
NH06-0040,A,08/22/06,NCA,NOT ATTEMPTED,., ,.,.,.,.,.,NH06-0040-STWL,
NH06-0041,A,06/13/06,NCA,SUCCESSFUL,4,10:00,2.5,43.143,-70.833,43.1486,-70.8329,NH06-0041-STND,
NH06-0042,A,06/14/06,NCA,SUCCESSFUL,4,10:00,2.5,43.1277,-70.8817,43.1229,-70.8775,NH06-0042-STND,
NH06-0044,A,07/05/06,NCA,SUCCESSFUL,1,10:00,2.6,43.0624,-70.8762,43.0627,-70.884,NH06-0044-STND,
NH06-0045,A,07/24/06,NCA,SUCCESSFUL,0,10:08,2.2,43.0801,-70.6952,43.0754,-70.6987,NH06-0045-STND,
NH06-0046,B,07/31/06,NCA,SUCCESSFUL,0,10:00,2.0,43.1072,-70.8629,43.1026,-70.8634,NH06-0046-STRL,
NH06-0047,A,06/19/06,NCA,SUCCESSFUL,3,10:00,2.2,43.0653,-70.8679,43.0667,-70.8606,NH06-0047-STND,
NH06-0049,A,08/09/06,NCA,SUCCESSFUL,0,10:00,2.0,42.8989,-70.8265,42.8992,-70.8306,NH06-0049-STRL,
NH06-0050,A,07/05/06,NCA,SUCCESSFUL,1,10:00,1.8,43.1256,-70.8627,43.1208,-70.8666,NH06-0050-STND,
NJ06-0014,A,09/13/06,NCA,SUCCESSFUL,7,10:00,2.2,.,.,.,.,NJ06-0014-STRL,
NJ06-0026,A,09/14/06,NCA,SUCCESSFUL,11,10:30,1.7,.,.,.,.,NJ06-0026-STRL,
NJ06-0034,A,09/14/06,NCA,SUCCESSFUL,6,10:05,2.7,.,.,.,.,NJ06-0034-STRL,
NY06-0026,A,08/10/06,NCA,SUCCESSFUL,7,10:00,2.6,41.5268,-73.9903,41.5318,-73.9889,S001,
NY06-0027,A,08/08/06,NCA,SUCCESSFUL,6,10:00,1.7,40.5365,-74.07,40.532,-74.0631,S001,
NY06-0027,A,08/08/06,NCA,SUCCESSFUL,4,10:00,1.7,40.5351,-74.0714,40.5304,-74.0639,S002,
NY06-0028,A,07/07/06,NCA,SUCCESSFUL,4,10:00,.,40.9332,-72.5213,40.9306,-72.5144,S001,
