Dataset:              Fish Species Abundance Data
File Name:            va93_4_2.txt
Date Created:         02/23/96
# Variables:          6
# Header Records:     16
# Data Records:       537
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              T_ABN        # of individuals collected of the taxon
              M_LEN        Mean length (mm) of fish in taxon
              SDLEN        Standard dev. (mm) of length

STA_NAME   DATE LATIN NAME                               T_ABN    M_LEN  SDLEN
VA93-686 930901 TAUTOGOLABRUS ADSPERSUS                      2   137.50  24.75
VA93-686 930901 TRINECTES MACULATUS                          2   166.50  36.06
VA93-687 930831 ENCHELYOPUS CIMBRIUS                         1   180.00    .  
VA93-687 930831 PEPRILUS TRIACANTHUS                         1    75.00    .  
VA93-687 930831 PLEURONECTES AMERICANUS                     18   140.06  11.01
VA93-687 930831 SCOPHTHALMUS AQUOSUS                         4   131.75  34.14
VA93-688 930831 PARALICHTHYS DENTATUS                        3   408.33  47.65
VA93-688 930831 PARALICHTHYS OBLONGUS                        2   113.50  10.61
VA93-688 930831 PEPRILUS TRIACANTHUS                         6    53.67  14.17
VA93-688 930831 PLEURONECTES AMERICANUS                     19   144.68  11.57
VA93-688 930831 PRIONOTUS EVOLANS                            2    59.50  21.92
VA93-688 930831 SCOPHTHALMUS AQUOSUS                         1   102.00    .  
VA93-689      .                                              .      .      .  
VA93-690 930827 MUSTELUS CANIS                               1   449.00    .  
VA93-690 930827 PARALICHTHYS DENTATUS                        1   321.00    .  
VA93-690 930827 PLEURONECTES AMERICANUS                      5   153.80  33.12
VA93-690 930827 SCOPHTHALMUS AQUOSUS                         1   266.00    .  
VA93-693 930730 CLUPEA HARENGUS                             16    90.50  10.50
VA93-693 930730 PEPRILUS TRIACANTHUS                         2   112.50   3.54
VA93-693 930730 PLEURONECTES AMERICANUS                      8   164.88  48.49
VA93-693 930730 RAJA OCELLATA                                1   330.00    .  
VA93-693 930730 SCOPHTHALMUS AQUOSUS                         2    69.50  17.68
VA93-694 930726 ANGUILLA ROSTRATA                            1   556.00    .  
VA93-694 930726 MICROPOGONIAS UNDULATUS                      3    60.00  17.44
VA93-694 930726 MORONE SAXATILIS                             2    50.00  14.14
VA93-694 930726 PARALICHTHYS DENTATUS                        3   288.33  20.21
VA93-694 930726 PEPRILUS TRIACANTHUS                         1   105.00    .  
VA93-694 930726 PLEURONECTES AMERICANUS                      1   175.00    .  
VA93-694 930726 POMATOMUS SALTATRIX                          2   102.50  10.61
VA93-694 930726 TRINECTES MACULATUS                         50   102.83  15.28
VA93-695      .                                              .      .      .  
VA93-696 930802 CLUPEA HARENGUS                              1    98.00    .  
VA93-696 930802 MERLUCCIUS BILINEARIS                        2   217.50  31.82
VA93-696 930802 PEPRILUS TRIACANTHUS                        74   122.77  17.50
VA93-696 930802 PLEURONECTES AMERICANUS                     10   157.60  24.06
VA93-696 930802 SCOPHTHALMUS AQUOSUS                         9   157.89  36.79
VA93-696 930802 UROPHYCIS REGIA                              2   229.00  33.94
VA93-696 930802 UROPHYCIS TENUIS                             1   138.00    .  
VA93-697 930804 PEPRILUS TRIACANTHUS                         1    80.00    .  
VA93-698      .                                              .      .      .  
VA93-699 930917 DECAPTERUS PUNCTATUS                         6   112.17   8.57
VA93-699 930917 MUSTELUS CANIS                               1   926.00    .  
VA93-699 930917 PLEURONECTES AMERICANUS                      1   167.00    .  
VA93-699 930917 RAJA EGLANTERIA                              1   715.00    .  
VA93-699 930917 RAJA ERINACEA                                8   431.13  16.37
VA93-699 930917 SCOPHTHALMUS AQUOSUS                         6   205.33  53.12
VA93-699 930917 STENOTOMUS CHRYSOPS                       1216    77.00   6.08
VA93-699 930917 UROPHYCIS REGIA                              5   204.40  10.11
VA93-700 930917 PRIONOTUS CAROLINUS                          1   204.00    .  
VA93-700 930917 RAJA ERINACEA                                2   466.50   7.78
VA93-702 930826 MYOXOCEPHALUS OCTODECEMSPINOSUS              1    81.00    .  
VA93-702 930826 PLEURONECTES AMERICANUS                     10   128.20  38.24
VA93-702 930826 POMATOMUS SALTATRIX                          6   147.00  11.66
VA93-702 930826 PRIONOTUS EVOLANS                            1    42.00    .  
VA93-703 930825 PEPRILUS TRIACANTHUS                         3    71.33   3.51
VA93-704 930825 PARALICHTHYS DENTATUS                        3   352.33  17.93
VA93-704 930825 PEPRILUS TRIACANTHUS                         1    82.00    .  
VA93-704 930825 PRIONOTUS EVOLANS                            2    28.00   7.07
VA93-704 930825 RAJA OCELLATA                                3   421.00   7.94
VA93-704 930825 UROPHYCIS REGIA                              1   199.00    .  
VA93-705      .                                              .      .      .  
VA93-706 930916 PEPRILUS TRIACANTHUS                         5    82.20   4.60
VA93-706 930916 PRIONOTUS CAROLINUS                          5   196.60  13.05
VA93-706 930916 RAJA ERINACEA                               10   277.20 164.86
VA93-706 930916 SCOPHTHALMUS AQUOSUS                         1   176.00    .  
VA93-706 930916 UROPHYCIS REGIA                              6   200.17  15.01
VA93-707 930917 MYOXOCEPHALUS OCTODECEMSPINOSUS              1   200.00    .  
VA93-707 930917 PARALICHTHYS OBLONGUS                       11   259.82  42.08
VA93-707 930917 PLEURONECTES AMERICANUS                      6   199.83  26.16
VA93-707 930917 PRIONOTUS CAROLINUS                          2   217.00  49.50
VA93-707 930917 RAJA ERINACEA                               18   410.39  95.95
VA93-707 930917 UROPHYCIS CHUSS                              1   237.00    .  
VA93-707 930917 UROPHYCIS REGIA                              8   199.75  15.54
VA93-707 930917 UROPHYCIS TENUIS                             1   364.00    .  
VA93-709 930813 CLUPEA HARENGUS                             33   105.33   7.28
VA93-709 930813 PARALICHTHYS DENTATUS                        1   381.00    .  
VA93-709 930813 PLEURONECTES AMERICANUS                      1   149.00    .  
VA93-709 930813 SCOPHTHALMUS AQUOSUS                         1   225.00    .  
VA93-709 930813 STENOTOMUS CHRYSOPS                         14    55.79   2.81
VA93-710 930726 CYNOSCION REGALIS                            4    64.75   7.80
VA93-710 930726 MICROGADUS TOMCOD                           29    79.55  25.49
VA93-710 930726 OSMERUS MORDAX                               1    81.00    .  
VA93-710 930726 POMATOMUS SALTATRIX                          1   180.00    .  
VA93-710 930726 TRINECTES MACULATUS                          2    97.50   3.54
VA93-711 930819 ALOSA AESTIVALIS                             1   135.00    .  
VA93-711 930819 PHOLIS GUNNELLUS                             2   108.00  69.30
VA93-711 930819 PLEURONECTES AMERICANUS                     16   139.75  37.99
VA93-711 930819 UROPHYCIS TENUIS                            21   193.95  20.56
VA93-712 930814 GASTEROSTEUS ACULEATUS                       1    78.00    .  
VA93-712 930814 MICROGADUS TOMCOD                            1   114.00    .  
VA93-712 930814 PARALICHTHYS DENTATUS                        2   355.00  11.31
VA93-712 930814 PLEURONECTES AMERICANUS                      1    66.00    .  
VA93-712 930814 SYNGNATHUS FUSCUS                            1   208.00    .  
VA93-713 930813 ANCHOA MITCHILLI                             1    76.00    .  
VA93-713 930813 CLUPEA HARENGUS                            116    85.43   9.60
VA93-713 930813 OSMERUS MORDAX                               1   162.00    .  
VA93-713 930813 PLEURONECTES AMERICANUS                     13   159.77  69.09
VA93-713 930813 SCOPHTHALMUS AQUOSUS                         2   254.00  38.18
VA93-713 930813 UPENEUS PARVUS                               1    86.00    .  
VA93-713 930813 UROPHYCIS REGIA                              2   187.00    .  
VA93-714 930819 NO ORGANISMS PRESENT                         0      .      .  
VA93-715 930914 CENTROPRISTIS STRIATA                        1    65.00    .  
VA93-715 930914 PEPRILUS TRIACANTHUS                         3    81.00  12.29
VA93-715 930914 SCOPHTHALMUS AQUOSUS                         1    78.00    .  
VA93-715 930914 STENOTOMUS CHRYSOPS                          8    73.50   7.98
VA93-716 930914 CENTROPRISTIS STRIATA                        1    70.00    .  
VA93-716 930914 MONACANTHUS HISPIDUS                         3    96.33   9.50
VA93-716 930914 OSTRACIIDAE UNCL                             1    20.00    .  
VA93-716 930914 PEPRILUS TRIACANTHUS                         5    91.40   7.83
VA93-716 930914 PRIONOTUS CAROLINUS                          2    78.00   9.90
VA93-716 930914 STENOTOMUS CHRYSOPS                        278    79.80   5.25
VA93-717 930915 PARALICHTHYS DENTATUS                        1   440.00    .  
VA93-717 930915 PEPRILUS TRIACANTHUS                        97    86.07   4.62
VA93-717 930915 PRIONOTUS CAROLINUS                          5    78.00   4.85
VA93-717 930915 RAJA ERINACEA                                5   452.80  96.16
VA93-717 930915 STENOTOMUS CHRYSOPS                         94    74.53   4.77
VA93-718 930814 PEPRILUS TRIACANTHUS                       486    72.33  17.12
VA93-718 930814 PLEURONECTES AMERICANUS                      2   171.50  17.68
VA93-718 930814 RAJIDAE UNCL                                 1   134.00    .  
VA93-719 930727 ALOSA SAPIDISSIMA                            4   111.25  36.94
VA93-719 930727 MICROGADUS TOMCOD                            6    78.33   3.67
VA93-719 930727 MORONE AMERICANA                            11   134.82  18.08
VA93-719 930727 POMATOMUS SALTATRIX                          1   121.00    .  
VA93-719 930727 TRINECTES MACULATUS                          1    82.00    .  
VA93-720 930816 PEPRILUS TRIACANTHUS                         3    45.33  12.42
VA93-720 930816 PLEURONECTES AMERICANUS                      1   220.00    .  
VA93-720 930816 STENOTOMUS CHRYSOPS                        155    55.13  15.41
VA93-720 930816 TAUTOGOLABRUS ADSPERSUS                      1    82.00    .  
VA93-721      .                                              .      .      .  
VA93-722      .                                              .      .      .  
VA93-723 930822 CENTROPRISTIS STRIATA                        1    44.00    .  
VA93-723 930822 PEPRILUS TRIACANTHUS                        14    67.93   4.86
VA93-723 930822 TAUTOGOLABRUS ADSPERSUS                     16    69.00  24.22
VA93-724 930822 PRIONOTUS CAROLINUS                          1    61.00    .  
VA93-725 930815 NO ORGANISMS PRESENT                         0      .      .  
VA93-726 930728 ALOSA SAPIDISSIMA                           17    65.53  22.83
VA93-726 930728 AMEIURUS NEBULOSUS                           1   116.00    .  
VA93-726 930728 CYPRINUS CARPIO                              1   650.00    .  
VA93-726 930728 MORONE AMERICANA                           147   134.50  15.28
VA93-726 930728 MORONE SAXATILIS                            10    71.30  22.76
VA93-726 930728 NOTROPIS ATHERINOIDES                       10    97.10   6.24
VA93-726 930728 TRINECTES MACULATUS                          6    73.83   4.49
VA93-727 930729 AMEIURUS CATUS                               4   149.75  75.21
VA93-727 930729 ANGUILLA ROSTRATA                            2   390.00  28.28
VA93-727 930729 MICROGADUS TOMCOD                            2    79.00   0.00
VA93-727 930729 MORONE AMERICANA                            26   157.38  12.25
VA93-727 930729 TRINECTES MACULATUS                          1    67.00    .  
