Dataset:              Demersal Lengths - Summary by Station and Taxon
File Name:            CP_DEM_L.txt
Date Created:         02Dec1998
# Variables:          7
# Header Records:     17
# Data Records:       1682
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxa Code
              N_LEN        Number of lengths
              M_LEN        Mean length (mm)
              SD_LEN       Standard deviation of lengths
              MEASTYPE     Length measurement type code

STA_NAME;DATE;COD_EMAP;N_LEN;M_LEN;SD_LEN;MEASTYPE
CP95125;950712;LEIOXANT;50;158.2;22.6;F
CP95125;950712;MICRUNDU;80;157.1;23.7;T
CP95125;950712;ORTHCHRY;1;190.0;.;F
CP95125;950712;PARADENT;4;150.5;9.3;T
CP95125;950712;PENAAZTE;16;119.9;11.5;S
CP95125;950712;PEPRALEP;3;64.0;4.4;F
CP95126;950712;BREVTYRA;1;125.0;.;F
CP95126;950712;CALLSAPI;2;71.5;30.4;C
CP95126;950712;LAGORHOM;2;85.5;12.0;F
CP95126;950712;LEIOXANT;62;111.5;17.7;F
CP95126;950712;MICRUNDU;71;149.3;14.2;T
CP95126;950712;MOROAMER;1;209.0;.; 
CP95126;950712;PENAAZTE;2;110.5;16.3;S
CP95126;950712;SPHOMACU;1;96.0;.;T
CP95127;950712;CALLSAPI;3;88.7;15.3;C
CP95127;950712;LEIOXANT;38;111.4;23.8;F
CP95127;950712;MICRUNDU;80;148.0;13.2;T
CP95127;950712;PARADENT;4;155.8;6.9;T
CP95127;950712;PEPRALEP;1;61.0;.;F
CP95127;950712;TRINMACU;1;134.0;.;T
CP95128;950718;ANCHMITC;5;87.2;48.9;T
CP95128;950718;BREVTYRA;1;95.0;.;F
CP95128;950718;CALLSAPI;4;92.5;18.3;C
CP95128;950718;CYNOREGA;1;97.0;.;T
CP95128;950718;LAGORHOM;1;110.0;.;F
CP95128;950718;LEIOXANT;80;142.9;35.7;F
CP95128;950718;MICRUNDU;80;140.1;24.9;T
CP95128;950718;PARALETH;1;139.0;.;T
CP95128;950718;PENAAZTE;25;118.9;11.4;S
CP95128;950718;PEPRALEP;9;107.0;57.1;F
CP95128;950718;POMASALT;1;139.0;.;F
CP95128;950718;TRINMACU;1;126.0;.;T
CP95129;950718;CALLSAPI;17;105.2;38.8;C
CP95129;950718;CARAHIPP;1;91.0;.;F
CP95129;950718;CYNOREGA;2;115.0;36.8;F
CP95129;950718;LAGORHOM;15;97.8;8.8;F
CP95129;950718;LEIOXANT;27;129.4;29.3;F
CP95129;950718;MICRUNDU;80;140.4;11.4;F
CP95129;950718;PARADENT;3;159.0;12.1;T
CP95129;950718;PARALETH;1;150.0;.;T
CP95129;950718;PENAAZTE;80;117.1;10.9;S
CP95129;950718;PEPRALEP;4;62.8;4.3;F
CP95129;950718;SYNOFOET;1;200.0;.;F
CP95129;950718;TRINMACU;5;125.4;19.1;F
CP95130;950725;BAIRCHRY;1;175.0;.;T
CP95130;950725;CALLSAPI;1;125.0;.;C
CP95130;950725;CHAEFABE;1;146.0;.;F
CP95130;950725;CHILSCHO;1;197.0;.;T
CP95130;950725;CYNOREGA;7;156.6;45.3;T
CP95130;950725;LAGORHOM;1;162.0;.;F
CP95130;950725;LEIOXANT;50;126.8;25.3;T
CP95130;950725;LOLLBREV;5;46.4;4.0;M
CP95130;950725;MICRUNDU;72;166.8;21.2;T
CP95130;950725;MONAHISP;4;102.8;31.2;T
CP95130;950725;ORTHCHRY;17;106.2;25.9;F
CP95130;950725;PENAAZTE;3;139.7;12.1;S
CP95130;950725;PEPRTRIA;4;129.0;11.0;F
CP95130;950725;SYMPCIVI;2;144.5;2.1;T
CP95130;950725;SYMPPLAG;13;137.0;11.1;T
CP95131;950725;CALLSAPI;2;122.5;31.8;C
CP95131;950725;CYNOREGA;4;153.5;44.9;T
CP95131;950725;LEIOXANT;10;117.0;28.0;F
CP95131;950725;LOLLBREV;2;72.0;5.7;M
CP95131;950725;MICRUNDU;21;150.4;30.9;T
CP95131;950725;PARADENT;3;199.0;34.2;T
CP95131;950725;PARALETH;1;223.0;.;T
CP95131;950725;PENAAZTE;3;141.7;20.6;S
CP95131;950725;PEPRALEP;9;85.1;23.2;F
CP95131;950725;PEPRTRIA;1;112.0;.;F
CP95132;950723; ;1;0.0;.; 
CP95132;950723;CALLSIMI;1;42.0;.;C
CP95132;950723;LAGORHOM;3;128.3;28.1;F
CP95132;950723;ORTHCHRY;3;119.7;29.0;F
CP95133;950723;CALLSAPI;2;137.0;21.2;C
CP95133;950723;LAGORHOM;1;86.0;.;F
CP95133;950723;MONAHISP;1;82.0;.;T
CP95133;950723;ORTHCHRY;1;182.0;.;F
CP95133;950723;STENCAPR;5;106.8;12.4;F
CP95133;950723;TAUTONIT;1;198.0;.;T
CP95134;950720;BAIRCHRY;1;152.0;.;T
CP95134;950720;CALLSAPI;35;94.3;31.8;C
CP95134;950720;CYNOREGA;13;125.4;25.1;T
CP95134;950720;LAGORHOM;9;102.4;7.8;F
CP95134;950720;LEIOXANT;35;113.0;22.7;F
CP95134;950720;MICRUNDU;80;139.3;12.7;T
CP95134;950720;OPISOGLI;1;130.0;.; 
CP95134;950720;PARADENT;2;160.0;31.1;T
CP95134;950720;PARALETH;5;139.6;23.5;T
CP95134;950720;PENAAZTE;4;134.0;3.6;S
CP95134;950720;PEPRALEP;1;73.0;.;F
CP95135;950724;ARCHPROB;1;352.0;.;F
CP95135;950724;CALLSAPI;1;150.0;.;C
CP95135;950724;LAGORHOM;1;156.0;.;F
CP95135;950724;PARADENT;1;267.0;.;T
CP95135;950724;PRIOSCIT;1;123.0;.;T
CP95136;950815;CYNOREGA;1;152.0;.;T
CP95136;950815;LEIOXANT;55;110.8;7.8;F
CP95136;950815;MICRUNDU;37;129.4;7.2;T
CP95136;950815;PARADENT;1;147.0;.;T
CP95136;950815;PENAAZTE;2;115.0;2.8;S
CP95136;950815;PENASETI;1;106.0;.;S
CP95137;.; ;.;.;.; 
CP95138;950822;CALLSAPI;5;121.6;20.8;C
CP95138;950822;CHAEFABE;1;45.0;.;T
CP95138;950822;LAGORHOM;19;129.6;5.5;F
CP95138;950822;LEIOXANT;80;107.3;14.9;F
CP95138;950822;MICRUNDU;29;160.6;17.9;T
CP95138;950822;PARADENT;1;189.0;.;T
CP95138;950822;PARALETH;3;139.0;18.1;T
CP95138;950822;PENAAZTE;3;114.0;28.2;S
CP95138;950822;TRINMACU;1;112.0;.;T
CP95139;950814;LEIOXANT;38;105.2;7.2;F
CP95139;950814;MICRUNDU;5;135.8;7.6;T
CP95139;950814;PARALETH;1;275.0;.;T
CP95139;950814;PENASETI;3;118.0;22.5;S
CP95140;950814;BAIRCHRY;1;119.0;.;T
CP95140;950814;CALLSAPI;2;69.0;12.7;C
CP95140;950814;LAGORHOM;22;110.7;10.2;F
CP95140;950814;LEIOXANT;65;113.8;6.4;F
CP95140;950814;MICRUNDU;3;129.3;4.5;T
CP95140;950814;PENASETI;1;141.0;.;S
CP95141;950801;ALUTSCHO;1;175.0;.;T
CP95141;950801;BAIRCHRY;1;160.0;.;T
CP95141;950801;CALLSAPI;5;86.6;24.9;C
CP95141;950801;CALLSIMI;14;85.4;14.5;C
CP95141;950801;CHAEFABE;1;74.0;.;T
CP95141;950801;ETROCROS;1;96.0;.;T
CP95141;950801;LAGORHOM;80;98.4;10.5;F
CP95141;950801;LEIOXANT;47;111.3;8.0;F
CP95141;950801;LOLLBREV;2;58.5;10.6;M
CP95141;950801;MICRUNDU;10;138.0;19.1;T
CP95141;950801;MONAHISP;9;79.8;4.5;T
CP95141;950801;ORTHCHRY;1;97.0;.;F
CP95141;950801;PENAAZTE;5;117.8;15.0;S
CP95141;950801;SELEVOME;1;84.0;.;F
CP95142;950802;ALUTSCHO;2;152.0;4.2;T
CP95142;950802;ANCYQUAD;1;149.0;.;T
CP95142;950802;CALLSAPI;5;125.6;12.2;C
CP95142;950802;CALLSIMI;20;81.7;17.8;C
CP95142;950802;CHAEFABE;5;102.6;33.4;T
CP95142;950802;ETROCROS;1;109.0;.;T
CP95142;950802;LAGORHOM;80;107.2;16.5;F
CP95142;950802;LEIOXANT;26;114.2;12.7;F
CP95142;950802;LOLLBREV;6;66.3;5.0;M
CP95142;950802;MICRUNDU;57;135.4;7.6;T
CP95142;950802;MONAHISP;4;66.3;3.0;T
CP95142;950802;MUGICEPH;2;134.5;2.1;F
CP95142;950802;MUGICURE;6;135.3;5.2;F
CP95142;950802;ORTHCHRY;2;121.0;19.8;F
CP95142;950802;PARALETH;1;281.0;.;T
CP95142;950802;POMASALT;1;161.0;.;F
CP95142;950802;STENCAPR;1;123.0;.;F
CP95142;950802;SYNOFOET;1;220.0;.;F
CP95143;950801;CALLSAPI;8;93.8;16.2;C
CP95143;950801;CALLSIMI;2;71.0;11.3;C
CP95143;950801;HIPPEREC;1;68.0;.;T
CP95143;950801;LAGORHOM;80;87.9;6.4;F
CP95143;950801;LEIOXANT;10;105.4;4.0;F
CP95143;950801;MONAHISP;1;76.0;.;T
CP95143;950801;ORTHCHRY;7;104.4;8.6;F
CP95143;950801;PENAAZTE;1;123.0;.;S
CP95144;950731;ANCYQUAD;1;165.0;.;T
CP95144;950731;CALLSAPI;3;126.3;25.7;C
CP95144;950731;CHILSCHO;1;120.0;.;T
CP95144;950731;ETROCROS;1;79.0;.;T
CP95144;950731;LAGORHOM;79;117.2;17.6;F
CP95144;950731;MICRUNDU;2;167.5;7.8;T
CP95144;950731;MONAHISP;1;104.0;.;T
CP95144;950731;OPSATAU_;2;135.5;13.4;T
CP95144;950731;STENCAPR;1;107.0;.;F
CP95144;950731;SYNOFOET;1;225.0;.;F
CP95145;950731;CALLSAPI;15;87.1;34.7;C
CP95145;950731;LAGORHOM;80;89.0;26.0;F
CP95145;950731;MICRUNDU;14;143.6;14.0;T
CP95145;950731;MONAHISP;2;108.5;3.5; 
CP95145;950731;OPSATAU_;3;136.0;23.4;T
CP95145;950731;ORTHCHRY;1;115.0;.;F
CP95145;950731;PARALETH;1;258.0;.;T
CP95145;950731;PENAAZTE;80;125.0;11.4;S
CP95145;950731;PENASETI;58;108.7;9.8;S
CP95145;950731;SELEVOME;1;75.0;.;F
CP95145;950731;SYNOFOET;6;225.2;12.0;F
CP95146;950707;ARCHPROB;1;153.0;.;F
CP95146;950707;CALLSAPI;3;124.7;41.2;C
CP95146;950707;DASYAMER;2;612.0;137.2;D
CP95146;950707;MICRUNDU;24;185.4;40.2;T
CP95146;950707;ORTHCHRY;3;187.7;17.2;F
CP95146;950707;PARADENT;1;123.0;.;T
CP95146;950707;PARALETH;1;297.0;.;T
CP95146;950707;PENAAZTE;2;103.5;9.2;S
CP95146;950707;STELLANC;2;163.0;73.5;T
CP95146;950707;TRINMACU;15;84.1;12.4;T
CP95147;950707;BREVTYRA;13;120.2;13.6;F
CP95147;950707;CALLSAPI;55;103.2;24.0;C
CP95147;950707;CYNOREGA;3;127.3;5.9;F
CP95147;950707;MICRUNDU;16;117.8;34.4;T
CP95147;950707;PARALETH;1;371.0;.;T
CP95147;950707;TRINMACU;10;76.1;5.6;T
CP95148;950709;CALLSAPI;1;142.0;.;C
CP95148;950709;LAGORHOM;4;153.0;10.4;F
CP95148;950709;PARADENT;1;129.0;.;T
CP95148;950709;PARALETH;1;350.0;.;T
CP95148;950709;PRIOSCIT;1;175.0;.;T
CP95149;950818;ALOSAEST;1;67.0;.; 
CP95149;950818;ANCHMITC;1;50.0;.;T
CP95149;950818;CALLSAPI;1;184.0;.;C
CP95149;950818;CYNOREGA;10;99.9;24.0;T
CP95149;950818;DASYAMER;2;417.5;38.9;D
CP95149;950818;MICRUNDU;4;81.5;12.0;T
CP95149;950818;PARALETH;3;225.3;92.2;T
CP95149;950818;PENASETI;80;79.8;11.3;S
CP95149;950818;PEPRALEP;1;52.0;.; 
CP95149;950818;STELLANC;1;32.0;.;T
CP95149;950818;SYMPPLAG;1;101.0;.;T
CP95149;950818;TRINMACU;18;65.9;6.9;T
CP95150;950818;ANCHMITC;1;40.0;.;F
CP95150;950818;BREVTYRA;2;84.5;23.3;F
CP95150;950818;CALLSAPI;2;105.5;2.1;C
CP95150;950818;LEIOXANT;60;97.5;8.5;T
CP95150;950818;PENASETI;47;85.8;9.4;S
CP95150;950818;POMASALT;1;214.0;.;F
CP95150;950818;TRINMACU;1;70.0;.;T
CP95151;950802;BAGRMARI;3;113.0;10.5;F
CP95151;950802;BAIRCHRY;2;91.5;0.7;T
CP95151;950802;BREVTYRA;1;161.0;.;F
CP95151;950802;CALLSAPI;3;128.7;19.0;C
CP95151;950802;CHAEFABE;11;72.9;9.2;T
CP95151;950802;CYNOREGA;15;87.9;26.0;T
CP95151;950802;LEIOXANT;7;81.6;17.7;F
CP95151;950802;LOLLBREV;4;49.5;9.7;M
CP95151;950802;MENTAMER;2;64.0;5.7;T
CP95151;950802;MICRUNDU;30;103.4;13.6;T
CP95151;950802;PARADENT;1;390.0;.;T
CP95151;950802;PENAAZTE;37;120.0;12.3;S
CP95151;950802;PENASETI;27;103.6;14.6;S
CP95151;950802;STELLANC;5;80.8;35.6;T
CP95151;950802;SYMPPLAG;5;113.8;3.6;T
CP95151;950802;TRINMACU;1;88.0;.;T
CP95152;950802;ANCHMITC;1;43.0;.;F
CP95152;950802;BAGRMARI;1;132.0;.;F
CP95152;950802;BAIRCHRY;1;93.0;.;T
CP95152;950802;CALLSAPI;1;140.0;.;C
CP95152;950802;CALLSIMI;9;71.8;16.6;C
CP95152;950802;CHAEFABE;8;78.9;14.1;T
CP95152;950802;CYNOREGA;7;104.0;18.9;T
CP95152;950802;LEIOXANT;1;90.0;.;F
CP95152;950802;LOLLBREV;7;48.9;9.5;M
CP95152;950802;MENTAMER;1;124.0;.;T
CP95152;950802;MICRUNDU;19;119.0;13.8;T
CP95152;950802;MYROPUNC;1;430.0;.; 
CP95152;950802;OPSATAU_;3;128.7;45.8;T
CP95152;950802;PENAAZTE;44;114.5;14.5;S
CP95152;950802;PENASETI;60;101.3;12.9;S
CP95152;950802;SELEVOME;1;58.0;.;F
CP95152;950802;STELLANC;7;63.1;13.2;T
CP95152;950802;SYMPPLAG;3;128.7;5.5;T
CP95152;950802;TRINMACU;1;72.0;.;T
CP95153;950803;ALUTSCHO;1;179.0;.;T
CP95153;950803;BAIRCHRY;2;97.5;10.6;T
CP95153;950803;CALLSIMI;132;73.7;17.9;C
CP95153;950803;CENTPHIL;8;127.9;8.8;T
CP95153;950803;CHILSCHO;1;96.0;.;T
CP95153;950803;CITHSPIL;2;108.5;9.2;T
CP95153;950803;ETROCROS;10;75.5;9.8;T
CP95153;950803;GYMNMICR;3;231.0;5.6;D
CP95153;950803;HYPSHENT;1;94.0;.;T
CP95153;950803;LAGORHOM;3;106.7;1.2;F
CP95153;950803;LEIOXANT;15;117.2;8.6;F
CP95153;950803;LOLLBREV;2;68.0;7.1;M
CP95153;950803;MENIMERC;1;49.0;.;C
CP95153;950803;MONAHISP;29;72.6;8.1;T
CP95153;950803;OPSATAU_;4;133.8;13.0;T
CP95153;950803;ORTHCHRY;33;122.8;21.0;F
CP95153;950803;PARADENT;5;154.2;11.5;T
CP95153;950803;PENAAZTE;14;118.3;16.5;S
CP95153;950803;PENADUOR;9;99.0;10.4;S
CP95153;950803;PENASETI;2;103.5;10.6;S
CP95153;950803;PRIOSCIT;6;105.0;19.9;T
CP95153;950803;SPHOMACU;1;186.0;.;T
CP95153;950803;SYMPPLAG;20;126.3;13.4;T
CP95153;950803;TRINMACU;28;141.1;16.3;T
CP95154;950804;BAIRCHRY;1;150.0;.;T
CP95154;950804;CALLSIMI;6;76.7;19.8;C
CP95154;950804;CHAEFABE;1;75.0;.;T
CP95154;950804;CHLOCHRY;2;42.5;12.0;F
CP95154;950804;CYNOREGA;1;161.0;.;T
CP95154;950804;ETROCROS;1;71.0;.;T
CP95154;950804;LAGORHOM;1;99.0;.;F
CP95154;950804;LEIOXANT;8;107.8;16.3;F
CP95154;950804;LOLLBREV;2;46.5;9.2;M
CP95154;950804;MICRUNDU;6;151.7;15.8;T
CP95154;950804;ORTHCHRY;1;125.0;.;F
CP95154;950804;PARALETH;1;220.0;.;T
CP95154;950804;PENASETI;5;109.4;6.0;S
CP95154;950804;RHIZTERR;2;333.5;6.4;F
CP95154;950804;TRINMACU;6;110.2;25.0;T
CP95155;950731;ANCHMITC;1;61.0;.;F
CP95155;950731;CALLSIMI;12;43.0;9.0;C
CP95155;950731;CYNOREGA;9;87.6;23.3;T
CP95155;950731;DASYSABI;1;115.0;.;D
CP95155;950731;GYMNALTA;1;216.0;.;D
CP95155;950731;LEIOXANT;6;86.5;21.6;F
CP95155;950731;LOLLBREV;1;31.0;.;M
CP95155;950731;MENTAMER;3;98.0;9.2;T
CP95155;950731;MICRUNDU;1;99.0;.;T
CP95155;950731;PENASETI;8;113.9;8.8;S
CP95155;950731;PEPRALEP;1;36.0;.;F
CP95155;950731;STELLANC;54;55.1;10.5;T
CP95156;950801;BAGRMARI;1;104.0;.;F
CP95156;950801;CALLSAPI;1;145.0;.;C
CP95156;950801;CHAEFABE;1;64.0;.;T
CP95156;950801;CYNOREGA;1;137.0;.;T
CP95156;950801;LEIOXANT;1;70.0;.;T
CP95156;950801;LEPIOSSE;2;675.0;28.3;T
CP95156;950801;MENTAMER;1;61.0;.;T
CP95156;950801;MICRUNDU;51;83.9;7.1;T
CP95156;950801;PENASETI;41;77.1;7.5;S
CP95156;950801;STELLANC;56;49.0;11.3;T
CP95156;950801;SYMPPLAG;1;123.0;.;T
CP95157;950816;BAIRCHRY;6;102.3;3.6;T
CP95157;950816;CALLSIMI;2;47.0;7.1;C
CP95157;950816;CHAEFABE;1;46.0;.;T
CP95157;950816;CYNOREGA;15;102.7;32.0;T
CP95157;950816;LOLLBREV;12;42.3;10.5;M
CP95157;950816;MENTAMER;1;101.0;.;T
CP95157;950816;PARADENT;1;185.0;.;T
CP95157;950816;PARALETH;1;242.0;.;T
CP95157;950816;PENASETI;80;99.5;12.0;S
CP95157;950816;STELLANC;1;76.0;.;T
CP95157;950816;TRINMACU;1;123.0;.;T
CP95158;950815;CYNOREGA;1;153.0;.;T
CP95158;950815;LOLLBREV;1;59.0;.;M
CP95158;950815;MICRUNDU;3;137.3;3.2;T
CP95158;950815;PENASETI;9;113.6;10.3;S
CP95158;950815;STELLANC;5;72.2;17.2;T
CP95159;950828;ARIUFELI;1;95.0;.;T
CP95159;950828;CALLSIMI;3;59.3;32.9;C
CP95159;950828;CITHSPIL;1;116.0;.;T
CP95159;950828;DASYSABI;1;123.0;.;D
CP95159;950828;ETROCROS;1;85.0;.;T
CP95159;950828;LOLLBREV;1;31.0;.;M
CP95159;950828;MENTAMER;6;178.5;27.6;T
CP95159;950828;PENASETI;19;116.3;14.5;S
CP95159;950828;STELLANC;4;56.0;2.4;T
CP95159;950828;SYMPPLAG;2;145.5;9.2;T
CP95160;950828;ANCHHEPS;1;75.0;.;F
CP95160;950828;BAGRMARI;1;47.0;.;F
CP95160;950828;BAIRCHRY;4;114.8;9.3;T
CP95160;950828;BREVTYRA;1;69.0;.;F
CP95160;950828;CALLSIMI;1;59.0;.;C
CP95160;950828;CENTPHIL;2;132.5;10.6;T
CP95160;950828;CHAEFABE;2;91.0;8.5;T
CP95160;950828;CHASBOSQ;1;61.0;.;T
CP95160;950828;CYNOREGA;5;159.2;22.4;T
CP95160;950828;EUCIXSPP;4;98.3;4.8;F
CP95160;950828;LEIOXANT;10;116.5;20.1;T
CP95160;950828;LOLLBREV;5;41.8;14.7;M
CP95160;950828;MICRUNDU;1;150.0;.;T
CP95160;950828;ORTHCHRY;4;138.5;6.6;T
CP95160;950828;PARALETH;2;306.5;109.6;T
CP95160;950828;PENASETI;18;99.3;11.4;S
CP95160;950828;SELEVOME;1;52.0;.;F
CP95160;950828;SYMPPLAG;2;130.5;0.7;T
CP95160;950828;TRINMACU;1;121.0;.;T
CP95161;950830;ARIUFELI;9;70.7;13.3;F
CP95161;950830;BAIRCHRY;6;110.5;6.2;T
CP95161;950830;BREVTYRA;1;116.0;.;F
CP95161;950830;CALLSAPI;3;140.0;9.6;C
CP95161;950830;CALLSIMI;20;51.1;10.5;C
CP95161;950830;CYNOREGA;2;108.5;68.6;T
CP95161;950830;ETROCROS;5;73.2;15.1;T
CP95161;950830;LAGORHOM;1;99.0;.;F
CP95161;950830;LARIFASC;4;59.8;13.0;T
CP95161;950830;LEIOXANT;1;96.0;.;F
CP95161;950830;LOLLBREV;1;67.0;.;M
CP95161;950830;OPHIGOME;1;430.0;.;T
CP95161;950830;PARALETH;2;159.0;80.6;T
CP95161;950830;PENAAZTE;1;86.0;.;S
CP95161;950830;PENASETI;80;100.9;12.9;S
CP95161;950830;PRIOTRIB;1;50.0;.;T
CP95161;950830;STELLANC;41;70.4;14.8;T
CP95161;950830;SYMPPLAG;8;128.0;7.5;T
CP95161;950830;TRINMACU;7;96.3;17.6;T
CP95162;950829;ARIUFELI;1;240.0;.;F
CP95162;950829;CALLSAPI;2;133.5;40.3;C
CP95162;950829;PENASETI;64;90.6;9.5;S
CP95162;950829;TRINMACU;1;157.0;.;T
CP95163;950829;ARIUFELI;2;86.5;4.9;F
CP95163;950829;BAGRMARI;1;103.0;.;F
CP95163;950829;CALLSAPI;1;91.0;.;C
CP95163;950829;CALLSIMI;5;48.0;7.3;C
CP95163;950829;CENTPHIL;2;120.5;7.8;T
CP95163;950829;CHAEFABE;2;64.0;43.8;T
CP95163;950829;CYNOREGA;5;134.4;15.5;T
CP95163;950829;ETROCROS;2;82.5;3.5;T
CP95163;950829;LEIOXANT;1;108.0;.;T
CP95163;950829;MENTAMER;2;152.0;14.1;T
CP95163;950829;PARALETH;1;315.0;.; 
CP95163;950829;PENASETI;61;106.3;11.6;S
CP95163;950829;STELLANC;29;65.6;9.9;T
CP95163;950829;SYMPPLAG;6;131.7;13.5;T
CP95163;950829;TRINMACU;5;104.8;18.7;T
CP95164;950822;CALLSIMI;2;41.0;9.9;C
CP95164;950822;CHAEFABE;1;75.0;.;T
CP95164;950822;CYNOREGA;8;126.8;10.5;T
CP95164;950822;DASYSABI;1;184.0;.;D
CP95164;950822;LOLLBREV;8;49.5;5.6;M
CP95164;950822;PENASETI;56;113.8;11.8;S
CP95164;950822;TRINMACU;2;105.5;44.5;T
CP95165;950908;ARIUFELI;8;85.1;9.6;F
CP95165;950908;BAGRMARI;1;95.0;.;F
CP95165;950908;CALLSAPI;6;124.7;14.2;C
CP95165;950908;CALLSIMI;5;63.0;2.3;C
CP95165;950908;CENTPHIL;2;134.0;8.5;T
CP95165;950908;CHAEFABE;5;56.8;6.1;T
CP95165;950908;CHILSCHO;2;64.5;44.5;T
CP95165;950908;CYNOREGA;1;131.0;.;T
CP95165;950908;ETROCROS;5;88.0;4.8;T
CP95165;950908;LOLLBREV;4;51.8;16.2;M
CP95165;950908;MENTAMER;4;107.3;49.8;T
CP95165;950908;PENASETI;61;120.4;12.4;S
CP95165;950908;PRIOTRIB;2;53.0;1.4;T
CP95165;950908;STELLANC;80;61.8;14.1;T
CP95165;950908;SYMPPLAG;7;131.7;8.1;T
CP95165;950908;TRINMACU;5;105.8;14.7;T
CP95165;950908;XIPHKROY;7;79.0;9.8;S
CP95166;950907;ANCHMITC;6;62.2;19.6;F
CP95166;950907;BAIRCHRY;1;116.0;.;T
CP95166;950907;CALLSAPI;14;117.4;18.3;C
CP95166;950907;CHAEFABE;3;65.7;13.2;T
CP95166;950907;ETROCROS;6;96.5;6.8;T
CP95166;950907;LEIOXANT;3;109.3;7.8;F
CP95166;950907;LOLLBREV;3;46.0;8.9;M
CP95166;950907;MICRUNDU;6;151.2;13.8;T
CP95166;950907;OPSATAU_;1;32.0;.;T
CP95166;950907;PENASETI;80;117.9;12.5;S
CP95166;950907;SYMPPLAG;1;138.0;.;T
CP95167;950905;ARIUFELI;1;88.0;.;F
CP95167;950905;BAGRMARI;3;109.0;8.5;F
CP95167;950905;BAIRCHRY;1;117.0;.;T
CP95167;950905;CALLSAPI;6;143.5;14.1;C
CP95167;950905;CALLSIMI;3;66.3;7.6;C
CP95167;950905;CHAEFABE;3;50.3;7.0;T
CP95167;950905;CYNOREGA;2;132.0;26.9;T
CP95167;950905;MENTAMER;3;154.3;40.8;T
CP95167;950905;MICRUNDU;5;130.0;15.0;T
CP95167;950905;PENAAZTE;1;77.0;.;S
CP95167;950905;PENASETI;80;96.5;8.8;S
CP95167;950905;STELLANC;5;59.6;8.6;T
CP95167;950905;SYMPPLAG;17;129.6;37.8;T
CP95167;950905;TRINMACU;68;100.9;23.6;T
CP95168;950906;ARIUFELI;3;83.7;5.7;F
CP95168;950906;BAGRMARI;24;91.6;14.2;F
CP95168;950906;BAIRCHRY;4;114.5;4.0;T
CP95168;950906;CALLSIMI;5;58.2;11.8;C
CP95168;950906;CENTPHIL;1;108.0;.;T
CP95168;950906;CHAEFABE;18;50.8;5.1;T
CP95168;950906;CHILSCHO;1;111.0;.;T
CP95168;950906;CITHSPIL;1;102.0;.;T
CP95168;950906;CYNOREGA;14;126.5;25.1;T
CP95168;950906;DASYSABI;2;256.5;19.1;D
CP95168;950906;LEIOXANT;1;115.0;.;F
CP95168;950906;LOLLBREV;5;45.2;11.5;M
CP95168;950906;MENTAMER;2;89.5;53.0;T
CP95168;950906;MICRUNDU;36;140.7;13.0;T
CP95168;950906;PENADUOR;3;96.7;9.1;S
CP95168;950906;PENASETI;80;118.1;19.9;S
CP95168;950906;PRIOTRIB;1;102.0;.; 
CP95168;950906;SELEVOME;2;44.5;0.7; 
CP95168;950906;STELLANC;19;85.3;16.7;T
CP95168;950906;SYMPPLAG;19;140.3;12.8;T
CP95168;950906;TRINMACU;49;114.5;18.6;T
CP95169;950907;ARIUFELI;30;87.9;6.8;F
CP95169;950907;BAIRCHRY;2;99.0;14.1;T
CP95169;950907;CALLSIMI;1;58.0;.;C
CP95169;950907;CYNOREGA;1;114.0;.;T
CP95169;950907;DASYSABI;2;213.5;7.8;D
CP95169;950907;ETROCROS;2;91.0;2.8;T
CP95169;950907;LEIOXANT;2;136.5;14.8;F
CP95169;950907;MENTAMER;1;242.0;.;T
CP95169;950907;MICRUNDU;5;131.8;8.2;T
CP95169;950907;PENASETI;62;111.6;11.7;S
CP95169;950907;STELLANC;25;75.5;12.5;T
CP95169;950907;SYMPPLAG;16;135.2;11.8;T
CP95169;950907;TRINMACU;12;116.6;17.3;T
CP95170;950804;ARIUFELI;8;163.1;10.8;T
CP95170;950804;CALLSAPI;1;160.0;.;C
CP95170;950804;CALLSIMI;2;33.5;6.4;C
CP95170;950804;CHAEFABE;4;55.0;15.8;T
CP95170;950804;CYNOREGA;15;146.4;35.8;T
CP95170;950804;DASYSABI;7;141.1;74.7;D
CP95170;950804;ETROCROS;2;75.0;2.8;T
CP95170;950804;GYMNMICR;4;388.5;262.4;D
CP95170;950804;LARIFASC;2;95.0;4.2;T
CP95170;950804;LEIOXANT;3;142.7;41.9;T
CP95170;950804;MICRUNDU;1;207.0;.;T
CP95170;950804;ORTHCHRY;1;124.0;.;T
CP95170;950804;PARADENT;1;200.0;.;T
CP95170;950804;PENAAZTE;3;94.7;11.2;S
CP95170;950804;PENADUOR;1;93.0;.;S
CP95170;950804;PENASETI;33;99.6;14.7;S
CP95170;950804;PRIOSCIT;2;114.0;31.1;T
CP95170;950804;TRINMACU;15;107.3;25.3;T
CP95171;950803;BAGRMARI;1;145.0;.;T
CP95171;950803;BAIRCHRY;1;98.0;.;T
CP95171;950803;CALLSAPI;1;154.0;.;C
CP95171;950803;CALLSIMI;7;63.0;11.3;C
CP95171;950803;CHAEFABE;3;55.7;6.7;T
CP95171;950803;CYNOREGA;4;139.5;32.7;T
