Dataset:              Fish Counts by Species
File Name:            FISH_CNT.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       6341
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)  
              EVNTDATE      Event Date                          
              FTRAWLID      Fish Trawl Descriptive Data              
              FCOMNAME      Fish Taxa Common Name              
              CLASS         Fish Size Classification          
              F_COUNT       Number of this Fish Taxa caught  

STATION,STAT_ALT,EVNTDATE,FCOMNAME,F_CLASS,F_COUNT,ftrawlid,
NH03-0214,A,06/12/03,ALEWIFE, ,1,NH03-0214-STRL,
NH03-0214,A,06/12/03,MUMMICHOG, ,1,NH03-0214-STRL,
NH03-0214,A,06/12/03,WHITE PERCH, ,7,NH03-0214-STRL,
NH03-0214,A,06/12/03,WINTER FLOUNDER, ,1,NH03-0214-STRL,
NH03-0214,A,08/11/03,WHITE PERCH, ,8,NH03-0214-STRL,
NH03-0214,A,08/11/03,WINTER FLOUNDER, ,2,NH03-0214-STRL,
NH03-0216,A,10/24/03,ATLANTIC SILVERSIDE, ,5,NH03-0216-STRL,
NH03-0216,A,10/24/03,ATLANTIC TOMCOD, ,2,NH03-0216-STRL,
NH03-0216,A,10/24/03,GRUBBY SCULPIN, ,4,NH03-0216-STRL,
NH03-0216,A,10/24/03,RED HAKE, ,1,NH03-0216-STRL,
NH03-0216,A,10/24/03,WHITE PERCH, ,3,NH03-0216-STRL,
NH03-0216,A,10/24/03,WINTER FLOUNDER, ,1,NH03-0216-STRL,
NH03-0218,A,05/13/03,NINESPINE STICKLEBACK, ,24,NH03-0218-STRL,
NH03-0218,A,05/13/03,WINTER FLOUNDER, ,3,NH03-0218-STRL,
NH03-0218,A,07/14/03,NINESPINE STICKLEBACK, ,24,NH03-0218-STRL,
NH03-0218,A,07/14/03,NORTHERN PIPEFISH, ,4,NH03-0218-STRL,
NH03-0220,A,05/13/03,NINESPINE STICKLEBACK, ,1,NH03-0220-STRL,
NH03-0220,A,05/13/03,WINTER FLOUNDER, ,1,NH03-0220-STRL,
NH03-0220,A,10/22/03,ATLANTIC SILVERSIDE, ,10,NH03-0220-STRL,
NH03-0220,A,10/22/03,WINTER FLOUNDER, ,2,NH03-0220-STRL,
NH03-0222,A,06/02/03,WINTER FLOUNDER, ,3,NH03-0222-STRL,
NH03-0224,A,10/09/03,ATLANTIC SILVERSIDE, ,2,NH03-0224-STRL,
NH03-0224,A,10/09/03,WHITE PERCH, ,2,NH03-0224-STRL,
NH03-0226,A,05/14/03,BLUEBACK HERRING, ,6,NH03-0226-STRL,
NH03-0226,A,05/14/03,NORTHERN PIPEFISH, ,1,NH03-0226-STRL,
NH03-0226,A,05/14/03,WINTER FLOUNDER, ,1,NH03-0226-STRL,
NH03-0226,A,10/03/03,NINESPINE STICKLEBACK, ,1,NH03-0226-STRL,
NH03-0226,A,10/03/03,NORTHERN PIPEFISH, ,1,NH03-0226-STRL,
NH03-0227,A,05/13/03,ATLANTIC SILVERSIDE, ,1,NH03-0227-STRL,
NH03-0227,A,05/13/03,NINESPINE STICKLEBACK, ,1,NH03-0227-STRL,
NH03-0227,A,05/13/03,WINTER FLOUNDER, ,2,NH03-0227-STRL,
NH03-0227,A,07/01/03,NORTHERN PIPEFISH, ,1,NH03-0227-STRL,
NH03-0227,A,10/13/03,GRUBBY SCULPIN, ,1,NH03-0227-STRL,
NH03-0229,A,06/02/03,WINTER FLOUNDER, ,1,NH03-0229-STRL,
NH03-0234,A,05/14/03,ATLANTIC SILVERSIDE, ,1,NH03-0234-STRL,
NH03-0234,A,05/14/03,BLUEBACK HERRING, ,1,NH03-0234-STRL,
NH03-0234,A,05/14/03,WINTER FLOUNDER, ,1,NH03-0234-STRL,
NH03-0234,A,10/22/03,ATLANTIC TOMCOD, ,1,NH03-0234-STRL,
NH03-0234,B,07/15/03,ATLANTIC SILVERSIDE, ,1,NH03-0234-STRL,
NH03-0234,B,07/15/03,NINESPINE STICKLEBACK, ,1,NH03-0234-STRL,
NH03-0241,A,05/13/03,WINTER FLOUNDER, ,1,NH03-0241-STRL,
NH03-0241,A,07/23/03,ATLANTIC SILVERSIDE, ,2,NH03-0241-STRL,
NH03-0241,A,07/23/03,GRUBBY SCULPIN, ,1,NH03-0241-STRL,
NH03-0241,A,07/23/03,WINTER FLOUNDER, ,1,NH03-0241-STRL,
NH03-0241,A,10/08/03,ATLANTIC SILVERSIDE, ,4,NH03-0241-STRL,
NH03-0241,A,10/08/03,WINTER FLOUNDER, ,1,NH03-0241-STRL,
NH03-0244,A,08/25/03,WINTER FLOUNDER, ,3,NH03-0244-STRL,
NH03-0244,A,10/24/03,ATLANTIC SILVERSIDE, ,27,NH03-0244-STRL,
NH03-0244,A,10/24/03,GRUBBY SCULPIN, ,3,NH03-0244-STRL,
NH03-0244,A,10/24/03,NORTHERN PIPEFISH, ,1,NH03-0244-STRL,
NH03-0244,A,10/24/03,WINTER FLOUNDER, ,2,NH03-0244-STRL,
NH03-0248,A,10/10/03,ATLANTIC SILVERSIDE, ,9,NH03-0248-STRL,
NH03-0248,A,10/10/03,NORTHERN PIPEFISH, ,1,NH03-0248-STRL,
NH03-0248,A,10/10/03,WINTER FLOUNDER, ,1,NH03-0248-STRL,
NH03-0251,B,06/03/03,WINTER FLOUNDER, ,6,NH03-0251-STRL,
NH03-0253,A,05/28/03,ATLANTIC SILVERSIDE, ,1,NH03-0253-STRL,
NH03-0253,B,07/28/03,WINTER FLOUNDER, ,1,NH03-0253-STRL,
NH03-0253,B,10/09/03,WINTER FLOUNDER, ,2,NH03-0253-STRL,
NH03-0255,A,05/28/03,ATLANTIC SILVERSIDE, ,25,NH03-0255-STRL,
NH03-0255,A,05/28/03,NINESPINE STICKLEBACK, ,2,NH03-0255-STRL,
NH03-0255,A,05/28/03,RAINBOW SMELT, ,5,NH03-0255-STRL,
NH03-0255,A,05/28/03,WINTER FLOUNDER, ,5,NH03-0255-STRL,
NH03-0255,A,08/25/03,ATLANTIC SILVERSIDE, ,2,NH03-0255-STRL,
NH03-0255,A,08/25/03,WINTER FLOUNDER, ,1,NH03-0255-STRL,
NH03-0255,A,10/24/03,ATLANTIC SILVERSIDE, ,25,NH03-0255-STRL,
NH03-0255,A,10/24/03,GRUBBY SCULPIN, ,1,NH03-0255-STRL,
NH03-0255,A,10/24/03,WINTER FLOUNDER, ,4,NH03-0255-STRL,
NH03-0258,A,06/03/03,ATLANTIC TOMCOD, ,4,NH03-0258-STRL,
NH03-0258,A,06/03/03,CUNNER, ,1,NH03-0258-STRL,
NH03-0258,A,06/03/03,GRUBBY SCULPIN, ,1,NH03-0258-STRL,
NH03-0258,A,06/03/03,WINTER FLOUNDER, ,4,NH03-0258-STRL,
NH03-0258,A,10/07/03,ATLANTIC SILVERSIDE, ,6,NH03-0258-STRL,
NH03-0258,A,10/07/03,WINTER FLOUNDER, ,1,NH03-0258-STRL,
NJ03-0008,A,10/28/03,CLEARNOSE SKATE, ,4,NJ03-0008-STRL,
NJ03-0008,A,10/28/03,SCUP, ,42,NJ03-0008-STRL,
NJ03-0008,A,10/28/03,SEA BASS, ,7,NJ03-0008-STRL,
NJ03-0008,A,10/28/03,WINDOWPANE, ,1,NJ03-0008-STRL,
NJ03-0038,A,10/29/03,BAY ANCHOVY, ,1,NJ03-0038-STRL,
NJ03-0038,A,10/29/03,CHANNEL CATFISH, ,1,NJ03-0038-STRL,
NJ03-0048,A,09/04/03,ATLANTIC SILVERSIDE, ,10,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,CUNNER, ,1,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,OYSTER TOADFISH, ,1,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,PIPEFISH, ,3,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,RIVER BLACKFISH, ,5,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,STICKLEBACK, ,1,NJ03-0048-STRL,
NJ03-0048,A,09/04/03,SUMMER FLOUNDER, ,1,NJ03-0048-STRL,
NJ03-0074,A,08/04/03,AMERICAN EEL, ,1,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,CHANNEL CATFISH, ,10,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,CHUB, ,2,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,SHORTNOSE STURGEON, ,1,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,WHITE PERCH,CLASS 1,45,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,WHITE PERCH,CLASS 3,320,NJ03-0074-STRL,
NJ03-0074,A,08/04/03,WHITE PERCH,CLASS 1,45,NJ03-0074-STRL,
NJ03-0080,A,07/29/03,BUTTERFISH, ,17,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,CLEARNOSE SKATE, ,2,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,DOGFISH, ,2,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,NORTHERN PUFFER, ,1,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,NORTHERN SEAROBIN, ,3,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,PORGY, ,25,NJ03-0080-STRL,
NJ03-0080,A,07/29/03,WINDOWPANE, ,3,NJ03-0080-STRL,
NJ03-0201,A,09/17/03,BAY ANCHOVY, ,1130,NJ03-0201-STRL,
NJ03-0201,A,09/17/03,BLUEBACK HERRING, ,450,NJ03-0201-STRL,
NJ03-0201,A,09/17/03,BLUEFISH, ,19,NJ03-0201-STRL,
NJ03-0201,A,09/17/03,BUTTERFISH, ,1,NJ03-0201-STRL,
NJ03-0201,A,09/17/03,STRIPED ANCHOVY, ,7,NJ03-0201-STRL,
NJ03-0204,A,10/28/03,ATLANTIC MENHADEN, ,4,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,ATLANTIC SILVERSIDE, ,20,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,BAY ANCHOVY, ,6,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,CLEARNOSE SKATE, ,2,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,SCUP, ,9,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,SEA BASS, ,3,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,WINTER FLOUNDER, ,2,NJ03-0204-STRL,
NJ03-0204,A,10/28/03,WINTER FLOUNDER,JUVENILE W,5,NJ03-0204-STRL,
NJ03-0207,A,09/16/03,RIVER BLACKFISH, ,1,NJ03-0207-STRL,
NJ03-0207,A,09/16/03,SCUP, ,37,NJ03-0207-STRL,
NJ03-0207,A,09/16/03,STRIPED BASS, ,3,NJ03-0207-STRL,
NJ03-0207,A,09/16/03,SUMMER FLOUNDER, ,1,NJ03-0207-STRL,
NJ03-0209,A,09/15/03,BLUEFISH, ,1,NJ03-0209-STRL,
NJ03-0209,A,09/15/03,SCUP, ,1,NJ03-0209-STRL,
NJ03-0210,A,09/15/03,CATFISH, ,2,NJ03-0210-STRL,
NJ03-0210,A,09/15/03,STRIPED BASS, ,1,NJ03-0210-STRL,
NJ03-0210,A,09/15/03,WEAKFISH, ,1,NJ03-0210-STRL,
NJ03-0210,A,09/15/03,WHITE PERCH,CLASS 1,31,NJ03-0210-STRL,
NJ03-0210,A,09/15/03,WHITE PERCH,CLASS 2,1,NJ03-0210-STRL,
NJ03-0210,A,09/15/03,WHITE PERCH,CLASS 1,31,NJ03-0210-STRL,
NJ03-0212,A,10/23/03,PIPEFISH, ,4,NJ03-0212-STRL,
NJ03-0212,A,10/23/03,SCUP, ,19,NJ03-0212-STRL,
NJ03-0212,A,10/23/03,THREESPINE STICKLEBACK, ,1,NJ03-0212-STRL,
NJ03-0212,A,10/23/03,WEAKFISH, ,1,NJ03-0212-STRL,
NJ03-0212,A,10/23/03,WINTER FLOUNDER, ,1,NJ03-0212-STRL,
NJ03-0217,A,10/30/03,ATLANTIC SILVERSIDE, ,30,NJ03-0217-STRL,
NJ03-0217,A,10/30/03,BAY ANCHOVY, ,8,NJ03-0217-STRL,
NJ03-0217,A,10/30/03,MUMMICHOG, ,1,NJ03-0217-STRL,
NJ03-0217,A,10/30/03,PIPEFISH, ,17,NJ03-0217-STRL,
NJ03-0217,A,10/30/03,STRIPED BASS, ,1,NJ03-0217-STRL,
NJ03-0217,A,10/30/03,THREESPINE STICKLEBACK, ,2,NJ03-0217-STRL,
NJ03-0225,A,10/21/03,CHANNEL CATFISH, ,9,NJ03-0225-STRL,
NJ03-0225,A,10/21/03,WHITE PERCH, ,11,NJ03-0225-STRL,
NJ03-0234,A,09/05/03,GOBY, ,4,NJ03-0234-STRL,
NJ03-0234,A,09/05/03,OYSTER TOADFISH, ,1,NJ03-0234-STRL,
NJ03-0234,A,09/05/03,PIPEFISH, ,5,NJ03-0234-STRL,
NJ03-0234,A,09/05/03,RIVER BLACKFISH, ,2,NJ03-0234-STRL,
NJ03-0239,A,09/04/03,GOBY, ,1,NJ03-0239-STRL,
NJ03-0239,A,09/04/03,PIPEFISH, ,3,NJ03-0239-STRL,
NJ03-0247,A,08/20/03,BLUEBACK HERRING, ,1,NJ03-0247-STRL,
NJ03-0247,A,08/20/03,STRIPED ANCHOVY, ,3,NJ03-0247-STRL,
NJ03-0248,A,07/28/03,BAY ANCHOVY, ,1,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,BLACK SEA BASS, ,1,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,BUTTERFISH, ,5,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,CLEARNOSE SKATE, ,1,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,PIPEFISH, ,3,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,SMOOTH DOGFISH, ,21,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,SPOTTED HAKE, ,1,NJ03-0248-STRL,
NJ03-0248,A,07/28/03,STING RAY, ,1,NJ03-0248-STRL,
NJ03-0252,A,10/09/03,BAY ANCHOVY, ,14,NJ03-0252-STRL,
NJ03-0254,A,10/17/03,BAY ANCHOVY, ,25,NJ03-0254-STRL,
NJ03-0254,A,10/17/03,SCUP, ,1,NJ03-0254-STRL,
NJ03-0256,A,10/08/03,HOGCHOKER, ,2,NJ03-0256-STRL,
NJ03-0256,A,10/08/03,OYSTER TOADFISH, ,4,NJ03-0256-STRL,
NJ03-0256,A,10/08/03,WEAKFISH, ,1,NJ03-0256-STRL,
NJ03-0269,B,10/08/03,CHANNEL CATFISH, ,1,NJ03-0269-STRL,
NJ03-0271,A,10/20/03,CRAPPIE, ,11,NJ03-0271-STRL,
NJ03-0271,A,10/20/03,SUNFISH, ,21,NJ03-0271-STRL,
NJ03-0271,A,10/20/03,WHITE PERCH, ,13,NJ03-0271-STRL,
NY03-0084,A,05/02/03,ALEWIFE, ,9,S001,
NY03-0084,A,05/02/03,STRIPED BASS, ,1,S001,
NY03-0084,A,05/02/03,WINTER FLOUNDER, ,10,S001,
NY03-0084,A,05/02/03,AMERICAN SHAD, ,1,S002,
NY03-0084,A,05/02/03,WINTER FLOUNDER, ,1,S002,
NY03-0084,A,08/14/03,BUTTERFISH, ,1,S002,
NY03-0084,A,08/14/03,FOURBEARD ROCKLING, ,2,S002,
NY03-0202,A,05/02/03,WINDOWPANE, ,3,S001,
NY03-0202,A,05/02/03,WINTER FLOUNDER, ,11,S001,
NY03-0202,A,05/02/03,WINDOWPANE, ,1,S002,
NY03-0202,A,05/02/03,WINTER FLOUNDER, ,9,S002,
NY03-0202,B,08/15/03,BUTTERFISH, ,35,S001,
NY03-0202,B,08/15/03,SCUP, ,17,S001,
NY03-0202,B,08/15/03,SPOTTED HAKE, ,1,S001,
NY03-0202,B,08/15/03,SUMMER FLOUNDER, ,2,S001,
NY03-0202,B,08/15/03,WINDOWPANE, ,1,S001,
NY03-0202,B,08/15/03,WINTER FLOUNDER, ,1,S001,
NY03-0202,B,08/15/03,BUTTERFISH, ,4,S002,
NY03-0202,B,08/15/03,SCUP, ,6,S002,
NY03-0202,B,08/15/03,STRIPED SEAROBIN, ,3,S002,
NY03-0202,B,08/15/03,SUMMER FLOUNDER, ,7,S002,
NY03-0205,A,05/01/03,WINTER FLOUNDER, ,5,S001,
NY03-0205,A,05/01/03,WINDOWPANE, ,2,S002,
NY03-0205,A,05/01/03,WINTER FLOUNDER, ,11,S002,
NY03-0211,A,05/05/03,ALEWIFE, ,2,S001,
NY03-0211,A,05/05/03,LITTLE SKATE, ,1,S001,
NY03-0211,A,05/05/03,SPOTTED HAKE, ,1,S001,
NY03-0211,A,05/05/03,SUMMER FLOUNDER, ,2,S001,
NY03-0211,A,05/05/03,WINDOWPANE, ,4,S001,
NY03-0211,A,05/05/03,WINTER FLOUNDER, ,9,S001,
NY03-0211,A,05/05/03,SUMMER FLOUNDER, ,2,S002,
NY03-0211,A,05/05/03,WINDOWPANE, ,5,S002,
NY03-0211,A,05/05/03,WINTER FLOUNDER, ,6,S002,
NY03-0211,A,08/19/03,BUTTERFISH, ,19,S001,
NY03-0211,A,08/19/03,HOGCHOKER, ,1,S001,
NY03-0211,A,08/19/03,LONGFIN SQUID, ,2,S001,
NY03-0211,A,08/19/03,SCUP, ,8,S001,
NY03-0211,A,08/19/03,SUMMER FLOUNDER, ,8,S001,
NY03-0211,A,08/19/03,WINDOWPANE, ,1,S001,
NY03-0211,A,08/19/03,WINTER FLOUNDER, ,1,S001,
NY03-0211,A,08/19/03,BUTTERFISH, ,43,S002,
NY03-0211,A,08/19/03,HOGCHOKER, ,1,S002,
NY03-0211,A,08/19/03,SCUP, ,4,S002,
NY03-0211,A,08/19/03,STRIPED SEAROBIN, ,1,S002,
NY03-0211,A,08/19/03,SUMMER FLOUNDER, ,4,S002,
NY03-0211,A,08/19/03,WEAKFISH, ,2,S002,
NY03-0211,A,08/19/03,WINDOWPANE, ,1,S002,
NY03-0214,A,05/05/03,SUMMER FLOUNDER, ,1,S001,
NY03-0214,A,05/05/03,WINDOWPANE, ,1,S001,
NY03-0214,A,05/05/03,WINTER FLOUNDER, ,3,S001,
NY03-0214,A,05/05/03,OYSTER TOADFISH, ,1,S002,
NY03-0214,A,05/05/03,WINDOWPANE, ,1,S002,
NY03-0214,A,05/05/03,WINTER FLOUNDER, ,2,S002,
NY03-0214,A,08/19/03,SCUP, ,7,S001,
NY03-0214,A,08/19/03,SUMMER FLOUNDER, ,13,S001,
NY03-0214,A,08/19/03,WEAKFISH, ,1,S001,
NY03-0214,A,08/19/03,SCUP, ,3,S002,
NY03-0214,A,08/19/03,SUMMER FLOUNDER, ,9,S002,
NY03-0214,A,08/19/03,WINDOWPANE, ,1,S002,
NY03-0217,A,05/07/03,SUMMER FLOUNDER, ,1,S001,
NY03-0217,A,05/07/03,TAUTOG, ,1,S001,
NY03-0217,A,05/07/03,WINDOWPANE, ,3,S001,
NY03-0217,A,05/07/03,WINTER FLOUNDER, ,1,S001,
NY03-0217,A,05/07/03,SPOTTED HAKE, ,1,S002,
NY03-0217,A,05/07/03,SUMMER FLOUNDER, ,1,S002,
NY03-0217,A,05/07/03,WINDOWPANE, ,1,S002,
NY03-0217,A,05/07/03,WINTER FLOUNDER, ,2,S002,
NY03-0217,A,08/19/03,BAY ANCHOVY, ,2,S001,
NY03-0217,A,08/19/03,BUTTERFISH, ,58,S001,
NY03-0217,A,08/19/03,SCUP, ,10,S001,
NY03-0217,A,08/19/03,SUMMER FLOUNDER, ,2,S001,
NY03-0217,A,08/19/03,WINTER FLOUNDER, ,3,S001,
NY03-0217,A,08/19/03,BAY ANCHOVY, ,1,S002,
NY03-0217,A,08/19/03,BUTTERFISH, ,4,S002,
NY03-0217,A,08/19/03,LONGFIN SQUID, ,8,S002,
NY03-0217,A,08/19/03,SCUP, ,13,S002,
NY03-0217,A,08/19/03,STRIPED SEAROBIN, ,1,S002,
NY03-0217,A,08/19/03,SUMMER FLOUNDER, ,8,S002,
NY03-0217,A,08/19/03,WINTER FLOUNDER, ,1,S002,
NY03-0224,A,08/07/03,CLEARNOSE SKATE, ,1,S001,
NY03-0224,A,08/07/03,SCUP, ,3,S001,
NY03-0224,A,08/07/03,SMOOTH DOGFISH, ,9,S001,
NY03-0224,A,08/07/03,STRIPED SEAROBIN, ,1,S001,
NY03-0224,A,08/07/03,SUMMER FLOUNDER, ,2,S001,
NY03-0227,A,08/07/03,ATLANTIC MENHADEN, ,1,S002,
NY03-0227,A,08/07/03,BAY ANCHOVY, ,2,S002,
NY03-0227,A,08/07/03,HOGCHOKER, ,9,S002,
NY03-0227,A,08/07/03,OYSTER TOADFISH, ,2,S002,
NY03-0227,A,08/07/03,SPOTTED HAKE, ,1,S002,
NY03-0227,A,08/07/03,STRIPED BASS, ,2,S002,
NY03-0227,A,08/07/03,SUMMER FLOUNDER, ,1,S002,
NY03-0227,A,08/07/03,WEAKFISH, ,67,S002,
NY03-0227,A,08/07/03,WINDOWPANE, ,5,S002,
NY03-0230,A,08/06/03,LONGFIN SQUID, ,16,S001,
NY03-0230,A,08/06/03,SMOOTH DOGFISH, ,2,S001,
NY03-0230,A,08/06/03,CLEARNOSE SKATE, ,1,S002,
NY03-0230,A,08/06/03,LONGFIN SQUID, ,18,S002,
NY03-0230,A,08/06/03,SCUP, ,9,S002,
NY03-0230,A,08/06/03,SUMMER FLOUNDER, ,2,S002,
NY03-0233,A,08/06/03,CLEARNOSE SKATE, ,2,S001,
NY03-0233,A,08/06/03,SCUP, ,30,S001,
NY03-0233,A,08/06/03,SMALLMOUTH FLOUNDER, ,1,S001,
NY03-0233,A,08/06/03,SUMMER FLOUNDER, ,1,S001,
NY03-0244,C,08/08/03,ATLANTIC TOMCOD, ,20,S001,
NY03-0244,C,08/08/03,CUNNER, ,2,S001,
NY03-0244,C,08/08/03,GRUBBY SCULPIN, ,1,S001,
NY03-0244,C,08/08/03,TAUTOG, ,2,S001,
NY03-0244,C,08/08/03,WINDOWPANE, ,7,S001,
NY03-0244,C,08/08/03,WINTER FLOUNDER, ,16,S001,
NY03-0244,C,08/08/03,ATLANTIC TOMCOD, ,2,S002,
NY03-0244,C,08/08/03,SCUP, ,1,S002,
NY03-0244,C,08/08/03,SUMMER FLOUNDER, ,11,S002,
NY03-0244,C,08/08/03,TAUTOG, ,6,S002,
NY03-0244,C,08/08/03,WINDOWPANE, ,4,S002,
NY03-0244,C,08/08/03,WINTER FLOUNDER, ,13,S002,
NY03-0249,A,08/05/03,SCUP, ,6,S001,
NY03-0249,A,08/05/03,STRIPED SEAROBIN, ,2,S001,
NY03-0249,A,08/05/03,SUMMER FLOUNDER, ,5,S001,
NY03-0252,B,08/05/03,BLUEFISH, ,2,S001,
NY03-0252,B,08/05/03,BUTTERFISH, ,2,S001,
NY03-0252,B,08/05/03,HOGCHOKER, ,1,S001,
NY03-0252,B,08/05/03,NORTHERN PUFFER, ,1,S001,
NY03-0252,B,08/05/03,SCUP, ,2,S001,
NY03-0252,B,08/05/03,STRIPED BURRFISH, ,1,S001,
NY03-0252,B,08/05/03,WEAKFISH, ,4,S001,
NY03-0252,B,08/05/03,WINTER FLOUNDER, ,4,S001,
NY03-0252,B,08/05/03,BLACK SEA BASS, ,1,S002,
NY03-0252,B,08/05/03,HOGCHOKER, ,1,S002,
NY03-0252,B,08/05/03,NORTHERN PUFFER, ,2,S002,
NY03-0252,B,08/05/03,SCUP, ,1,S002,
NY03-0252,B,08/05/03,SUMMER FLOUNDER, ,1,S002,
NY03-0252,B,08/05/03,TAUTOG, ,1,S002,
NY03-0252,B,08/05/03,WEAKFISH, ,3,S002,
NY03-0252,B,08/05/03,WINTER FLOUNDER, ,2,S002,
NY03-0255,A,08/05/03,BLUEFISH, ,4,S001,
NY03-0255,A,08/05/03,BUTTERFISH, ,2,S001,
NY03-0255,A,08/05/03,HOGCHOKER, ,1,S001,
NY03-0255,A,08/05/03,NORTHERN KINGFISH, ,1,S001,
NY03-0255,A,08/05/03,WINTER FLOUNDER, ,1,S001,
NY03-0255,A,08/05/03,BLACK SEA BASS, ,1,S002,
NY03-0255,A,08/05/03,NORTHERN KINGFISH, ,2,S002,
NY03-0255,A,08/05/03,WEAKFISH, ,1,S002,
NY03-0255,A,08/05/03,BLUEFISH, ,1,S003,
NY03-0255,A,08/05/03,HOGCHOKER, ,2,S003,
NY03-0255,A,08/05/03,NORTHERN PUFFER, ,1,S003,
NY03-0255,A,08/05/03,PIPEFISH, ,1,S003,
NY03-0255,A,08/05/03,WINDOWPANE, ,1,S003,
NY03-0255,A,08/05/03,WINTER FLOUNDER, ,3,S003,
NY03-0259,A,08/04/03,SUMMER FLOUNDER, ,2,S001,
NY03-0259,A,08/04/03,WINDOWPANE, ,1,S001,
NY03-0259,A,08/04/03,WINTER FLOUNDER, ,1,S001,
NY03-0259,A,08/04/03,ATLANTIC SILVERSIDE, ,3,S002,
NY03-0259,A,08/04/03,NORTHERN PUFFER, ,1,S002,
NY03-0259,A,08/04/03,WINTER FLOUNDER, ,1,S002,
NY03-0261,B,07/10/03,BAY ANCHOVY, ,3,S001,
NY03-0261,B,07/10/03,TAUTOG, ,1,S001,
NY03-0261,B,07/10/03,WEAKFISH, ,13,S001,
NY03-0263,A,07/30/03,LONGFIN SQUID, ,6,S001,
NY03-0263,A,07/30/03,SCUP, ,8,S001,
NY03-0263,A,07/30/03,SMALLMOUTH FLOUNDER, ,1,S001,
NY03-0263,A,07/30/03,SMOOTH DOGFISH, ,3,S001,
NY03-0263,A,07/30/03,BLUEFISH, ,1,S002,
NY03-0263,A,07/30/03,LONGFIN SQUID, ,1,S002,
NY03-0263,A,07/30/03,SCUP, ,7,S002,
NY03-0265,A,08/01/03,BUTTERFISH, ,1,S001,
NY03-0265,A,08/01/03,LONGFIN SQUID, ,9,S001,
NY03-0265,A,08/01/03,LONGFIN SQUID, ,12,S002,
NY03-0265,A,08/01/03,SUMMER FLOUNDER, ,1,S002,
NY03-0265,A,08/01/03,LONGFIN SQUID, ,25,S003,
NY03-0265,A,08/01/03,STRIPED SEAROBIN, ,1,S003,
NY03-0265,A,08/01/03,SUMMER FLOUNDER, ,1,S003,
NY03-0268,A,07/30/03,SCUP, ,2,S001,
NY03-0268,A,07/30/03,BAY ANCHOVY, ,1,S002,
NY03-0268,A,07/30/03,LONGFIN SQUID, ,1,S002,
NY03-0268,A,07/30/03,SCUP, ,3,S002,
NY03-0268,A,07/30/03,SUMMER FLOUNDER, ,4,S002,
NY03-0269,A,08/01/03,LONGFIN SQUID, ,1,S001,
NY03-0269,A,08/01/03,SCUP, ,1,S001,
NY03-0269,A,08/01/03,STRIPED SEAROBIN, ,2,S001,
NY03-0269,A,08/01/03,SUMMER FLOUNDER, ,1,S001,
NY03-0269,A,08/01/03,WINTER FLOUNDER, ,12,S001,
NY03-0269,A,08/01/03,LONGFIN SQUID, ,2,S002,
NY03-0269,A,08/01/03,SCUP, ,1,S002,
NY03-0269,A,08/01/03,WINTER FLOUNDER, ,3,S002,
NY03-0291,A,09/16/03,ALEWIFE, ,4, ,
NY03-0291,A,09/16/03,AMERICAN SHAD, ,6, ,
NY03-0291,A,09/16/03,BAY ANCHOVY, ,7, ,
NY03-0291,A,09/16/03,BLUEFISH, ,318, ,
NY03-0291,A,09/16/03,BUTTERFISH, ,3669, ,
NY03-0291,A,09/16/03,FOURSPOT FLOUNDER, ,8, ,
NY03-0291,A,09/16/03,LONGFIN SQUID, ,2258, ,
NY03-0291,A,09/16/03,MOONFISH, ,1, ,
NY03-0291,A,09/16/03,RED HAKE, ,1, ,
NY03-0291,A,09/16/03,SCUP, ,58, ,
NY03-0291,A,09/16/03,SILVER HAKE, ,1, ,
NY03-0291,A,09/16/03,SMOOTH DOGFISH, ,3, ,
NY03-0291,A,09/16/03,SPOTTED HAKE, ,4, ,
