Dataset:              Fish Counts by Species
File Name:            FISH_CNT.dat
Date Created:         06/08/10
# Variables:          7
# Header Records:     18
# Data Records:       6341
Delimiter:            ,
Missing Value Symbol: .

Variables:    STATION       Station Name                          
              STAT_ALT      Alternate Site Sampled (A B or C)  
              EVNTDATE      Event Date                          
              FTRAWLID      Fish Trawl Descriptive Data              
              FCOMNAME      Fish Taxa Common Name              
              CLASS         Fish Size Classification          
              F_COUNT       Number of this Fish Taxa caught  

STATION,STAT_ALT,EVNTDATE,FCOMNAME,F_CLASS,F_COUNT,ftrawlid,
RI04-0477,A,07/14/04,STRIPED BASS, ,1,RI04-0477-STRL,
RI04-0477,A,07/14/04,SUMMER FLOUNDER, ,1,RI04-0477-STRL,
RI04-0477,A,07/14/04,WINTER FLOUNDER, ,10,RI04-0477-STRL,
RI04-0481,A,07/20/04,ATLANTIC HERRING, ,8,RI04-0481-STRL,
RI04-0481,A,07/20/04,BAY ANCHOVY, ,61,RI04-0481-STRL,
RI04-0481,A,07/20/04,BUTTERFISH, ,2,RI04-0481-STRL,
RI04-0481,A,07/20/04,LITTLE SKATE, ,1,RI04-0481-STRL,
RI04-0481,A,07/20/04,SCUP, ,20,RI04-0481-STRL,
RI04-0481,A,07/20/04,SUMMER FLOUNDER, ,2,RI04-0481-STRL,
RI04-0481,A,07/20/04,TAUTOG, ,3,RI04-0481-STRL,
RI04-0481,A,07/20/04,WINTER FLOUNDER, ,8,RI04-0481-STRL,
RI04-0483,A,07/20/04,ATLANTIC HERRING, ,51,RI04-0483-STRL,
RI04-0483,A,07/20/04,BAY ANCHOVY, ,209,RI04-0483-STRL,
RI04-0483,A,07/20/04,BUTTERFISH, ,1124,RI04-0483-STRL,
RI04-0483,A,07/20/04,CUNNER, ,1,RI04-0483-STRL,
RI04-0483,A,07/20/04,FOURSPOT FLOUNDER, ,3,RI04-0483-STRL,
RI04-0483,A,07/20/04,HICKORY SHAD, ,1,RI04-0483-STRL,
RI04-0483,A,07/20/04,NORTHERN SEAROBIN, ,2,RI04-0483-STRL,
RI04-0483,A,07/20/04,SCUP, ,57,RI04-0483-STRL,
RI04-0483,A,07/20/04,SMOOTH DOGFISH, ,1,RI04-0483-STRL,
RI04-0483,A,07/20/04,STRIPED SEAROBIN, ,1,RI04-0483-STRL,
RI04-0483,A,07/20/04,SUMMER FLOUNDER, ,15,RI04-0483-STRL,
RI04-0483,A,07/20/04,WINDOWPANE, ,2,RI04-0483-STRL,
RI04-0486,A,07/21/04,BUTTERFISH, ,400,RI04-0486-STRL,
RI04-0486,A,07/21/04,FOURSPOT FLOUNDER, ,38,RI04-0486-STRL,
RI04-0486,A,07/21/04,LITTLE SKATE, ,67,RI04-0486-STRL,
RI04-0486,A,07/21/04,RED HAKE, ,11,RI04-0486-STRL,
RI04-0486,A,07/21/04,SCUP, ,6,RI04-0486-STRL,
RI04-0486,A,07/21/04,SILVER HAKE, ,6,RI04-0486-STRL,
RI04-0486,A,07/21/04,SPOTTED HAKE, ,3,RI04-0486-STRL,
RI04-0486,A,07/21/04,SUMMER FLOUNDER, ,3,RI04-0486-STRL,
RI04-0486,A,07/21/04,WINDOWPANE, ,1,RI04-0486-STRL,
RI04-0486,A,07/21/04,WINTER FLOUNDER, ,72,RI04-0486-STRL,
RI04-0487,A,07/20/04,ATLANTIC HERRING, ,1,RI04-0487-STRL,
RI04-0487,A,07/20/04,BAY ANCHOVY, ,7,RI04-0487-STRL,
RI04-0487,A,07/20/04,BUTTERFISH, ,40,RI04-0487-STRL,
RI04-0487,A,07/20/04,LITTLE SKATE, ,3,RI04-0487-STRL,
RI04-0487,A,07/20/04,RAINBOW SMELT, ,34,RI04-0487-STRL,
RI04-0487,A,07/20/04,SCUP, ,19,RI04-0487-STRL,
RI04-0487,A,07/20/04,SUMMER FLOUNDER, ,2,RI04-0487-STRL,
RI04-0487,A,07/20/04,WINDOWPANE, ,2,RI04-0487-STRL,
RI04-0487,A,07/20/04,WINTER FLOUNDER, ,1,RI04-0487-STRL,
CT05-0004,A,07/21/05,BUTTERFISH, ,4,S001,
CT05-0004,A,07/21/05,FOURBEARD ROCKLING, ,1,S001,
CT05-0004,A,07/21/05,FOURSPOT FLOUNDER, ,2,S001,
CT05-0004,A,07/21/05,WINTER FLOUNDER, ,16,S001,
CT05-0004,A,07/21/05,BUTTERFISH, ,2,S002,
CT05-0004,A,07/21/05,LONGFIN SQUID, ,1,S002,
CT05-0004,A,07/21/05,SCUP, ,1,S002,
CT05-0051,A,09/28/05,BLUEFISH, ,155, ,
CT05-0051,A,09/28/05,SCUP, ,1367, ,
CT05-0051,A,09/28/05,SUMMER FLOUNDER, ,4, ,
CT05-0052,A,09/13/05,BLUEFISH, ,267, ,
CT05-0052,A,09/13/05,SCUP, ,208, ,
CT05-0052,A,09/13/05,SUMMER FLOUNDER, ,2, ,
CT05-0053,A,09/30/05,BLUEFISH, ,131, ,
CT05-0053,A,09/30/05,SCUP, ,1395, ,
CT05-0053,A,09/30/05,SUMMER FLOUNDER, ,4, ,
CT05-0054,A,09/19/05,BLUEFISH, ,180, ,
CT05-0054,A,09/19/05,SCUP, ,594, ,
CT05-0054,A,09/19/05,SUMMER FLOUNDER, ,3, ,
CT05-0055,A,09/19/05,BLUEFISH, ,369, ,
CT05-0055,A,09/19/05,SCUP, ,1400, ,
CT05-0055,A,09/19/05,SUMMER FLOUNDER, ,1, ,
CT05-0056,A,09/14/05,SCUP, ,21, ,
CT05-0056,A,09/14/05,SUMMER FLOUNDER, ,1, ,
CT05-0057,A,09/15/05,BLUEFISH, ,3, ,
CT05-0057,A,09/15/05,SCUP, ,109, ,
CT05-0057,A,09/15/05,SUMMER FLOUNDER, ,4, ,
CT05-0060,A,09/09/05,SCUP, ,1450, ,
CT05-0060,A,09/09/05,SUMMER FLOUNDER, ,2, ,
CT05-0061,A,09/28/05,BLUEFISH, ,353, ,
CT05-0061,A,09/28/05,SCUP, ,8402, ,
CT05-0061,A,09/28/05,SUMMER FLOUNDER, ,4, ,
DB05-0001,A,08/04/05,ANCHOVY, ,19,DB05-0001-STRL,
DB05-0001,A,08/04/05,ATLANTIC SILVERSIDE, ,1,DB05-0001-STRL,
DB05-0001,A,08/04/05,DOGFISH, ,1,DB05-0001-STRL,
DB05-0001,A,08/04/05,HOGCHOKER, ,1,DB05-0001-STRL,
DB05-0001,A,08/04/05,OYSTER TOADFISH, ,3,DB05-0001-STRL,
DB05-0001,A,08/04/05,PORGY, ,1,DB05-0001-STRL,
DB05-0001,A,08/04/05,TROUT, ,46,DB05-0001-STRL,
DB05-0004,A,07/30/05,BLACK SEA BASS, ,1,DB05-0004-STD,
DB05-0004,A,07/30/05,NORTHERN SEAROBIN, ,4,DB05-0004-STD,
DB05-0004,A,07/30/05,COWNOSE RAY, ,1,DB05-0004-STD,
DB05-0004,A,07/30/05,HOGCHOKER, ,4,DB05-0004-STD,
DB05-0004,A,07/30/05,SMOOTH DOGFISH, ,2,DB05-0004-STD,
DB05-0004,A,07/30/05,SPOT, ,8,DB05-0004-STD,
DB05-0004,A,07/30/05,SUMMER FLOUNDER, ,1,DB05-0004-STD,
DB05-0004,A,07/30/05,WEAKFISH, ,3,DB05-0004-STD,
DB05-0004,A,07/30/05,WINDOWPANE, ,1,DB05-0004-STD,
DB05-0005,A,08/05/05,ANCHOVY, ,22,DB05-0005-STRL,
DB05-0005,A,08/05/05,ATLANTIC CROAKER, ,1,DB05-0005-STRL,
DB05-0005,A,08/05/05,SPOT, ,82,DB05-0005-STRL,
DB05-0005,A,08/05/05,TROUT, ,30,DB05-0005-STRL,
DB05-0005,A,08/05/05,WINTER FLOUNDER, ,2,DB05-0005-STRL,
DB05-0006,A,07/30/05,SEAROBIN, ,1,DB05-0006-STD2,
DB05-0007,A,08/18/05,BAY ANCHOVY, ,140,DB05-0007-STRL,
DB05-0007,A,08/18/05,HAKE, ,2,DB05-0007-STRL,
DB05-0007,A,08/18/05,PINFISH, ,1,DB05-0007-STRL,
DB05-0007,A,08/18/05,SAND SHARK, ,1,DB05-0007-STRL,
DB05-0007,A,08/18/05,SPOT, ,1,DB05-0007-STRL,
DB05-0007,A,08/18/05,TROUT, ,20,DB05-0007-STRL,
DB05-0009,A,08/11/05,BAY ANCHOVY, ,1,DB05-0009-STRL,
DB05-0009,A,08/11/05,PORGY, ,1,DB05-0009-STRL,
DB05-0009,A,08/11/05,SPOT, ,1,DB05-0009-STRL,
DB05-0009,A,08/11/05,TROUT, ,5,DB05-0009-STRL,
DB05-0010,B,07/28/05,BAY ANCHOVY, ,2,DB05-0010-STDT,
DB05-0010,B,07/28/05,ATLANTIC THREAD HERRING, ,1,DB05-0010-STDT,
DB05-0010,B,07/28/05,OYSTER TOADFISH, ,2,DB05-0010-STDT,
DB05-0010,B,07/28/05,WEAKFISH, ,2,DB05-0010-STDT,
DB05-0013,A,07/29/05,CLEARNOSE SKATE, ,6,DB05-0013-STDT,
DB05-0013,A,07/29/05,COWNOSE RAY, ,2,DB05-0013-STDT,
DB05-0013,A,07/29/05,HOGCHOKER, ,1,DB05-0013-STDT,
DB05-0013,A,07/29/05,STRIPED SEAROBIN, ,2,DB05-0013-STDT,
DB05-0013,A,07/29/05,WEAKFISH, ,2,DB05-0013-STDT,
DB05-0013,A,07/29/05,WHITE PERCH, ,3,DB05-0013-STDT,
DB05-0013,A,07/29/05,WINDOWPANE, ,7,DB05-0013-STDT,
DB05-0014,A,08/11/05,TROUT, ,5,DB05-0014-STRL,
DB05-0015,B,07/27/05,BLACK SEA BASS, ,1,DB05-0015-STDT,
DB05-0015,B,07/27/05,WEAKFISH, ,3,DB05-0015-STDT,
DB05-0015,B,07/27/05,WHITE PERCH, ,1,DB05-0015-STDT,
DB05-0019,A,07/31/05,WEAKFISH, ,33,DB05-0019-STDT,
DB05-0020,A,07/27/05,BAY ANCHOVY, ,2,DB05-0020-STDT,
DB05-0020,A,07/27/05,SLIMY SCULPIN, ,1,DB05-0020-STDT,
DB05-0020,A,07/27/05,STRIPED SEAROBIN, ,1,DB05-0020-STDT,
DB05-0020,A,07/27/05,SUMMER FLOUNDER, ,4,DB05-0020-STDT,
DB05-0020,A,07/27/05,WEAKFISH, ,4,DB05-0020-STDT,
DB05-0022,A,07/31/05,OYSTER TOADFISH, ,2,DB05-0022-STDT,
DB05-0022,A,07/31/05,STRIPED BASS, ,1,DB05-0022-STDT,
DB05-0022,A,07/31/05,SUMMER FLOUNDER, ,1,DB05-0022-STDT,
DB05-0022,A,07/31/05,WEAKFISH, ,56,DB05-0022-STDT,
DB05-0023,A,08/04/05,ATLANTIC CROAKER, ,4,DB05-0023-STRL,
DB05-0023,A,08/04/05,TROUT, ,6,DB05-0023-STRL,
DB05-0024,A,07/29/05,COWNOSE RAY, ,1,DB05-0024-STD2,
DB05-0024,A,07/29/05,HOGCHOKER, ,3,DB05-0024-STD2,
DB05-0024,A,07/29/05,SHEEPSHEAD, ,1,DB05-0024-STD2,
DB05-0024,A,07/29/05,WEAKFISH, ,8,DB05-0024-STD2,
DI05-0001,A,07/22/05,BAY ANCHOVY, ,4,DI05-0001-STRL,
DI05-0001,A,07/22/05,NORTHERN SEAROBIN, ,1,DI05-0001-STRL,
DI05-0001,A,07/22/05,PIPEFISH, ,1,DI05-0001-STRL,
DI05-0001,A,07/22/05,SPOT, ,5,DI05-0001-STRL,
DI05-0001,A,07/22/05,TROUT, ,43,DI05-0001-STRL,
DI05-0007,A,07/21/05,SPOT, ,1,DI05-0007-STRL,
DI05-0007,A,07/21/05,WINTER FLOUNDER, ,9,DI05-0007-STRL,
DI05-0008,A,07/18/05,ATLANTIC MENHADEN, ,2,DI05-0008-STRL,
DI05-0008,A,07/18/05,ATLANTIC SILVERSIDE, ,1,DI05-0008-STRL,
DI05-0008,A,07/18/05,HOGCHOKER, ,2,DI05-0008-STRL,
DI05-0008,A,07/18/05,PIPEFISH, ,1,DI05-0008-STRL,
DI05-0008,A,07/18/05,SPOT, ,116,DI05-0008-STRL,
DI05-0008,A,07/18/05,SUMMER FLOUNDER, ,1,DI05-0008-STRL,
DI05-0008,A,07/18/05,TROUT, ,1,DI05-0008-STRL,
DI05-0009,A,07/22/05,BAY ANCHOVY, ,9,DI05-0009-STRL,
DI05-0009,A,07/22/05,PIPEFISH, ,9,DI05-0009-STRL,
DI05-0009,A,07/22/05,SPOT, ,12,DI05-0009-STRL,
DI05-0009,A,07/22/05,TROUT, ,23,DI05-0009-STRL,
DI05-0009,A,07/22/05,WINDOWPANE, ,3,DI05-0009-STRL,
DI05-0011,A,07/18/05,ATLANTIC CROAKER, ,2,DI05-0011-STRL,
DI05-0011,A,07/18/05,ATLANTIC MENHADEN, ,7,DI05-0011-STRL,
DI05-0011,A,07/18/05,BAY ANCHOVY, ,6,DI05-0011-STRL,
DI05-0011,A,07/18/05,GOBY, ,5,DI05-0011-STRL,
DI05-0011,A,07/18/05,SEA BASS, ,1,DI05-0011-STRL,
DI05-0011,A,07/18/05,SPOT, ,156,DI05-0011-STRL,
DI05-0011,A,07/18/05,TROUT, ,39,DI05-0011-STRL,
DI05-0012,A,08/02/05,ANCHOVY, ,5,DI05-0012-STRL,
DI05-0012,A,08/02/05,PIPEFISH, ,1,DI05-0012-STRL,
DI05-0012,A,08/02/05,SILVER PERCH, ,1,DI05-0012-STRL,
DI05-0012,A,08/02/05,SPOT, ,23,DI05-0012-STRL,
DI05-0012,A,08/02/05,TROUT, ,76,DI05-0012-STRL,
DI05-0013,A,07/18/05,BAY ANCHOVY, ,22,DI05-0013-STRL,
DI05-0013,A,07/18/05,PIPEFISH, ,1,DI05-0013-STRL,
DI05-0013,A,07/18/05,SPOT, ,4,DI05-0013-STRL,
DI05-0013,A,07/18/05,SUMMER FLOUNDER, ,1,DI05-0013-STRL,
DI05-0013,A,07/18/05,TROUT, ,294,DI05-0013-STRL,
DI05-0013,A,07/18/05,WINDOWPANE, ,1,DI05-0013-STRL,
DI05-0013,A,07/18/05,WINTER FLOUNDER, ,1,DI05-0013-STRL,
DI05-0014,A,07/18/05,HOGCHOKER, ,1,DI05-0014-STRL,
DI05-0014,A,07/18/05,SPOT, ,227,DI05-0014-STRL,
DI05-0014,A,07/18/05,SUMMER FLOUNDER, ,3,DI05-0014-STRL,
DI05-0016,A,07/20/05,AMERICAN EEL, ,1,DI05-0016-STRL,
DI05-0016,A,07/20/05,ATLANTIC MENHADEN, ,70,DI05-0016-STRL,
DI05-0016,A,07/20/05,ATLANTIC SILVERSIDE, ,2,DI05-0016-STRL,
DI05-0016,A,07/20/05,BAY ANCHOVY, ,1,DI05-0016-STRL,
DI05-0016,A,07/20/05,HOGCHOKER, ,1,DI05-0016-STRL,
DI05-0016,A,07/20/05,SPOT, ,180,DI05-0016-STRL,
DI05-0016,A,07/20/05,TROUT, ,1,DI05-0016-STRL,
DI05-0018,A,07/19/05,BAY ANCHOVY, ,2,DI05-0018-STRL,
DI05-0018,A,07/19/05,PIPEFISH, ,1,DI05-0018-STRL,
DI05-0018,A,07/19/05,SPOT, ,1,DI05-0018-STRL,
DI05-0018,A,07/19/05,TROUT, ,2,DI05-0018-STRL,
DI05-0018,A,07/19/05,WINTER FLOUNDER, ,1,DI05-0018-STRL,
DI05-0019,A,07/19/05,BAY ANCHOVY, ,25,DI05-0019-STRL,
DI05-0019,A,07/19/05,PIPEFISH, ,1,DI05-0019-STRL,
DI05-0019,A,07/19/05,SPOT, ,19,DI05-0019-STRL,
DI05-0019,A,07/19/05,SUMMER FLOUNDER, ,3,DI05-0019-STRL,
DI05-0019,A,07/19/05,TAUTOG, ,1,DI05-0019-STRL,
DI05-0019,A,07/19/05,TROUT, ,175,DI05-0019-STRL,
DI05-0019,A,07/19/05,WINTER FLOUNDER, ,5,DI05-0019-STRL,
DI05-0020,A,07/20/05,SPOT, ,6,DI05-0020-STRL,
DI05-0020,A,07/20/05,TROUT, ,1,DI05-0020-STRL,
DI05-0023,A,07/18/05,BAY ANCHOVY, ,1,DI05-0023-STRL,
DI05-0023,A,07/18/05,GOBY, ,1,DI05-0023-STRL,
DI05-0023,A,07/18/05,SPOT, ,220,DI05-0023-STRL,
DI05-0023,A,07/18/05,TROUT, ,19,DI05-0023-STRL,
DI05-0024,A,07/18/05,ANCHOVY, ,7,DI05-0024-STRL,
DI05-0024,A,07/18/05,PIPEFISH, ,1,DI05-0024-STRL,
DI05-0024,A,07/18/05,SILVER PERCH, ,12,DI05-0024-STRL,
DI05-0024,A,07/18/05,SPOT, ,26,DI05-0024-STRL,
DI05-0024,A,07/18/05,TROUT, ,30,DI05-0024-STRL,
DI05-0025,A,07/18/05,BAY ANCHOVY, ,9,DI05-0025-STRL,
DI05-0025,A,07/18/05,GOBY, ,3,DI05-0025-STRL,
DI05-0025,A,07/18/05,HOGCHOKER, ,3,DI05-0025-STRL,
DI05-0025,A,07/18/05,SPOT, ,99,DI05-0025-STRL,
DI05-0025,A,07/18/05,SUMMER FLOUNDER, ,1,DI05-0025-STRL,
DI05-0025,A,07/18/05,TROUT, ,11,DI05-0025-STRL,
MD05-0001,A,08/25/05,NORTHERN SEAROBIN, ,2, ,
MD05-0001,A,08/25/05,SPOT, ,38, ,
MD05-0003,B,09/19/05,ATLANTIC MENHADEN, ,2, ,
MD05-0003,B,09/19/05,BAY ANCHOVY, ,167, ,
MD05-0003,B,09/19/05,CHANNEL CATFISH, ,1, ,
MD05-0003,B,09/19/05,SPOT, ,38, ,
MD05-0003,B,09/19/05,WHITE PERCH, ,143, ,
MD05-0004,A,08/25/05,BAY ANCHOVY, ,19, ,
MD05-0004,A,08/25/05,MANTIS SHRIMP, ,2, ,
MD05-0004,A,08/25/05,SILVER PERCH, ,44, ,
MD05-0004,A,08/25/05,SPOT, ,32, ,
MD05-0004,A,08/25/05,WEAKFISH, ,12, ,
MD05-0007,A,08/24/05,BAY ANCHOVY, ,170, ,
MD05-0007,A,08/24/05,HOGCHOKER, ,2, ,
MD05-0007,A,08/24/05,LINED SEAHORSE, ,1, ,
MD05-0007,A,08/24/05,MANTIS SHRIMP, ,6, ,
MD05-0007,A,08/24/05,NORTHERN SEAROBIN, ,1, ,
MD05-0007,A,08/24/05,SILVER PERCH, ,7, ,
MD05-0007,A,08/24/05,SPOT, ,61, ,
MD05-0007,A,08/24/05,WEAKFISH, ,76, ,
MD05-0009,B,09/14/05,HARVESTFISH, ,1, ,
MD05-0009,B,09/14/05,HOGCHOKER, ,3, ,
MD05-0009,B,09/14/05,SPOT, ,28, ,
MD05-0009,B,09/14/05,SUMMER FLOUNDER, ,1, ,
MD05-0009,B,09/14/05,WEAKFISH, ,1, ,
MD05-0009,B,09/14/05,WHITE PERCH, ,1, ,
MD05-0011,A,09/19/05,BAY ANCHOVY, ,12, ,
MD05-0011,A,09/19/05,HOGCHOKER, ,12, ,
MD05-0011,A,09/19/05,SPOT, ,257, ,
MD05-0011,A,09/19/05,SHAD, ,1, ,
MD05-0011,A,09/19/05,WHITE PERCH, ,515, ,
MD05-0012,A,08/25/05,ATLANTIC MENHADEN, ,1, ,
MD05-0012,A,08/25/05,BAY ANCHOVY, ,26, ,
MD05-0012,A,08/25/05,OYSTER TOADFISH, ,2, ,
MD05-0012,A,08/25/05,SILVER PERCH, ,10, ,
MD05-0012,A,08/25/05,SPOT, ,61, ,
MD05-0012,A,08/25/05,WEAKFISH, ,17, ,
MD05-0013,A,09/09/05,ATLANTIC CROAKER, ,., ,
MD05-0013,A,09/09/05,SPOT, ,., ,
MD05-0017,A,09/12/05,SPOT, ,., ,
MD05-0017,A,09/12/05,SUMMER FLOUNDER, ,., ,
MD05-0018,B,09/11/05,SPOT, ,., ,
MD05-0018,B,09/11/05,WHITE PERCH, ,., ,
MD05-0019,A,09/14/05,ATLANTIC SILVERSIDE, ,270, ,
MD05-0019,A,09/14/05,HARVESTFISH, ,9, ,
MD05-0019,A,09/14/05,SPADEFISH, ,1, ,
MD05-0019,A,09/14/05,SPOT, ,318, ,
MD05-0019,A,09/14/05,STICKLEBACK, ,1, ,
MD05-0019,A,09/14/05,WEAKFISH, ,5, ,
MD05-0020,A,09/10/05,SPOT, ,., ,
MD05-0022,A,08/24/05,SILVER PERCH, ,1, ,
MD05-0022,A,08/24/05,SPOT, ,55, ,
MD05-0022,A,08/24/05,SUMMER FLOUNDER, ,1, ,
MD05-0022,A,08/24/05,WEAKFISH, ,10, ,
MD05-0023,A,09/10/05,SPOT, ,., ,
MD05-0024,A,08/25/05,BAY ANCHOVY, ,17, ,
MD05-0024,A,08/25/05,HOGCHOKER, ,2, ,
MD05-0024,A,08/25/05,NORTHERN KINGFISH, ,1, ,
MD05-0024,A,08/25/05,SILVER PERCH, ,9, ,
MD05-0024,A,08/25/05,SPOT, ,55, ,
MD05-0024,A,08/25/05,WEAKFISH, ,27, ,
NH05-0201,A,08/17/05,STRIPED BASS, ,7,NH05-0201-STRL,
NH05-0205,A,08/17/05,WINTER FLOUNDER, ,1,NH05-0205-STRL,
NH05-0220,A,08/02/05,ATLANTIC SILVERSIDE, ,16,NH05-0220-STRL,
NH05-0220,A,08/02/05,STRIPED BASS, ,1,NH05-0220-STRL,
NH05-0220,A,08/02/05,THREESPINE STICKLEBACK, ,1,NH05-0220-STRL,
NH05-0226,A,07/12/05,ATLANTIC SILVERSIDE, ,9,NH05-0226-STRL,
NH05-0226,A,07/12/05,ATLANTIC TOMCOD, ,15,NH05-0226-STRL,
NH05-0226,A,07/12/05,PIPEFISH, ,4,NH05-0226-STRL,
NH05-0226,A,07/12/05,THREESPINE STICKLEBACK, ,15,NH05-0226-STRL,
NH05-0226,A,07/12/05,WINTER FLOUNDER, ,4,NH05-0226-STRL,
NH05-0234,A,08/16/05,AMERICAN EEL, ,1,NH05-0234-STRL,
NH05-0234,A,08/16/05,ATLANTIC SILVERSIDE, ,5,NH05-0234-STRL,
NH05-0234,A,08/16/05,MACKEREL, ,1,NH05-0234-STRL,
NH05-0234,A,08/16/05,PIPEFISH, ,2,NH05-0234-STRL,
NH05-0234,A,08/16/05,STRIPED BASS, ,1,NH05-0234-STRL,
NH05-0234,A,08/16/05,THREESPINE STICKLEBACK, ,15,NH05-0234-STRL,
NH05-0241,A,07/19/05,ATLANTIC SILVERSIDE, ,15,NH05-0241-STRL,
NH05-0244,A,08/23/05,ATLANTIC SILVERSIDE, ,6,NH05-0244-STRL,
NH05-0244,A,08/23/05,WINTER FLOUNDER, ,2,NH05-0244-STRL,
NH05-0253,A,07/11/05,WHITE PERCH, ,1,NH05-0253-STRL,
NH05-0253,A,07/11/05,WINTER FLOUNDER, ,1,NH05-0253-STRL,
NH05-0258,A,07/13/05,ATLANTIC TOMCOD, ,12,NH05-0258-STRL,
NH05-0258,A,07/13/05,SUMMER FLOUNDER, ,1,NH05-0258-STRL,
NH05-0258,A,07/13/05,WINTER FLOUNDER, ,7,NH05-0258-STRL,
NY05-0001,A,07/19/05,NORTHERN PUFFER, ,1,S001,
NY05-0001,A,07/19/05,SCUP, ,25,S001,
NY05-0001,A,07/19/05,STRIPED BURRFISH, ,1,S001,
NY05-0001,A,07/19/05,SUMMER FLOUNDER, ,8,S001,
NY05-0002,B,07/14/05,SCUP, ,.,C001,
NY05-0002,B,07/14/05,CLEARNOSE SKATE, ,2,S001,
NY05-0002,B,07/14/05,SCUP, ,4,S001,
NY05-0002,B,07/14/05,SUMMER FLOUNDER, ,3,S001,
NY05-0002,B,07/14/05,BUTTERFISH, ,1,S002,
NY05-0002,B,07/14/05,SMOOTH DOGFISH, ,1,S002,
NY05-0003,A,07/12/05,ATLANTIC MENHADEN, ,1,S001,
NY05-0003,A,07/12/05,BAY ANCHOVY, ,4,S001,
NY05-0003,A,07/12/05,BLUEFISH, ,1,S001,
NY05-0003,A,07/12/05,BUTTERFISH, ,1,S001,
NY05-0003,A,07/12/05,HOGCHOKER, ,1,S001,
NY05-0003,A,07/12/05,WHITE PERCH, ,10,S001,
NY05-0003,A,07/12/05,ATLANTIC MENHADEN, ,1,S002,
NY05-0003,A,07/12/05,BAY ANCHOVY, ,1,S002,
NY05-0003,A,07/12/05,BLUEFISH, ,1,S002,
NY05-0003,A,07/12/05,WHITE PERCH, ,2,S002,
NY05-0004,B,07/11/05,SUMMER FLOUNDER, ,1,S001,
NY05-0004,B,07/11/05,WINTER FLOUNDER, ,2,S001,
NY05-0004,B,07/11/05,SUMMER FLOUNDER, ,1,S002,
NY05-0004,B,07/11/05,WINTER FLOUNDER, ,3,S002,
NY05-0005,A,09/14/05,BAY ANCHOVY, ,28,S001,
NY05-0005,A,09/14/05,BUTTERFISH, ,13,S001,
NY05-0005,A,09/14/05,LONGFIN SQUID, ,4,S001,
NY05-0005,A,09/14/05,MANTIS SHRIMP, ,4,S001,
NY05-0005,A,09/14/05,SCUP, ,131,S001,
NY05-0005,A,09/14/05,WEAKFISH, ,1,S001,
NY05-0005,A,09/14/05,SUMMER FLOUNDER, ,2,S002,
NY05-0006,A,09/13/05,CLEARNOSE SKATE, ,6,S001,
NY05-0006,A,09/13/05,LITTLE SKATE, ,1,S001,
NY05-0006,A,09/13/05,LONGFIN SQUID, ,18,S001,
NY05-0006,A,09/13/05,NORTHERN PUFFER, ,1,S001,
NY05-0006,A,09/13/05,SCUP, ,130,S001,
NY05-0006,A,09/13/05,SUMMER FLOUNDER, ,1,S001,
NY05-0006,A,09/13/05,WINTER FLOUNDER, ,1,S001,
NY05-0006,A,09/13/05,SUMMER FLOUNDER, ,2,S002,
NY05-0007,B,09/14/05,BAY ANCHOVY, ,1,S001,
NY05-0007,B,09/14/05,BLUEFISH, ,1,S001,
NY05-0007,B,09/14/05,BUTTERFISH, ,2,S001,
NY05-0007,B,09/14/05,INSHORE LIZARDFISH, ,1,S001,
NY05-0007,B,09/14/05,MANTIS SHRIMP, ,4,S001,
NY05-0007,B,09/14/05,SCUP, ,285,S001,
NY05-0007,B,09/14/05,WEAKFISH, ,29,S001,
NY05-0007,B,09/14/05,BLUEFISH, ,3,S002,
NY05-0007,B,09/14/05,BUTTERFISH, ,7,S002,
NY05-0007,B,09/14/05,MANTIS SHRIMP, ,7,S002,
NY05-0007,B,09/14/05,SCUP, ,230,S002,
NY05-0007,B,09/14/05,WEAKFISH, ,64,S002,
NY05-0008,A,09/12/05,BUTTERFISH, ,5,S001,
NY05-0008,A,09/12/05,LONGFIN SQUID, ,19,S001,
NY05-0008,A,09/12/05,SCUP, ,1,S001,
NY05-0008,A,09/12/05,SUMMER FLOUNDER, ,1,S001,
NY05-0008,A,09/12/05,WEAKFISH, ,7,S001,
NY05-0008,A,09/12/05,MOONFISH, ,1,S002,
NY05-0008,A,09/12/05,BAY ANCHOVY, ,1,S002,
NY05-0008,A,09/12/05,BUTTERFISH, ,5,S002,
NY05-0008,A,09/12/05,LONGFIN SQUID, ,12,S002,
NY05-0008,A,09/12/05,MANTIS SHRIMP, ,1,S002,
NY05-0008,A,09/12/05,SCUP, ,68,S002,
NY05-0008,A,09/12/05,WEAKFISH, ,2,S002,
NY05-0008,A,09/12/05,WINTER FLOUNDER, ,1,S002,
NY05-0009,B,07/19/05,LONGFIN SQUID, ,3,S001,
NY05-0009,B,07/19/05,STRIPED BURRFISH, ,2,S001,
NY05-0009,B,07/19/05,WEAKFISH, ,5,S001,
NY05-0009,B,07/19/05,WINTER FLOUNDER, ,1,S001,
NY05-0009,B,07/19/05,NORTHERN PUFFER, ,1,S002,
NY05-0009,B,07/19/05,SUMMER FLOUNDER, ,1,S002,
NY05-0009,B,07/19/05,WINTER FLOUNDER, ,3,S002,
NY05-0009,B,07/19/05,LONGFIN SQUID, ,10,S003,
NY05-0009,B,07/19/05,NORTHERN KINGFISH, ,1,S003,
NY05-0009,B,07/19/05,NORTHERN PUFFER, ,1,S003,
